local e=
{
ByIdx={
{100101,"qiyu001",0,"heroname_1012",1,101202,"face_angry",0,"",2,"qiyu002",100102,"qiyu003",100103},
{109911,"qiyu075",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",0,"0",0},
{110001,"qiyu658",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",110002,"0",0},
{110002,"qiyu659",0,"playername",4,0,"",0,"",1,"0",110003,"0",0},
{110003,"qiyu660",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",110004,"0",0},
{110004,"qiyu661",0,"playername",4,0,"",0,"",1,"0",110005,"0",0},
{110005,"qiyu662",0,"heroname_1016",1,101602,"face_none",0,"",2,"qiyu663",110006,"qiyu664",110006},
{110006,"qiyu665",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",110007,"0",0},
{110007,"qiyu666",0,"playername",4,0,"",0,"",1,"0",110008,"0",0},
{110008,"qiyu667",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",110009,"0",0},
{110009,"qiyu668",0,"playername",4,0,"",0,"",1,"0",110010,"0",0},
{110010,"qiyu669",0,"heroname_1016",3,101602,"face_none",0,"",1,"0",0,"0",0},
{110101,"qiyu670",0,"playername",4,0,"",0,"",1,"0",110102,"0",0},
{110102,"qiyu671",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110103,"0",0},
{110103,"qiyu672",0,"playername",4,0,"",0,"",1,"0",110104,"0",0},
{110104,"qiyu673",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110105,"0",0},
{110105,"qiyu674",0,"playername",4,0,"",0,"",1,"0",110106,"0",0},
{110106,"qiyu675",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110107,"0",0},
{110107,"qiyu676",0,"playername",4,0,"",0,"",1,"0",110108,"0",0},
{110108,"qiyu677",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{110109,"qiyu678",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{110110,"qiyu679",0,"playername",4,0,"",0,"",1,"0",110111,"0",0},
{110111,"qiyu680",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{110201,"qiyu681",0,"playername",4,0,"",0,"",1,"0",110202,"0",0},
{110202,"qiyu682",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",0,"0",0},
{110203,"qiyu683",0,"playername",4,0,"",0,"",1,"0",110204,"0",0},
{110204,"qiyu684",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110205,"0",0},
{110205,"qiyu685",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{110301,"qiyu686",0,"playername",4,0,"",0,"",1,"0",110302,"0",0},
{110302,"qiyu687",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110303,"0",0},
{110303,"qiyu688",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",110304,"0",0},
{110304,"qiyu689",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110305,"0",0},
{110305,"qiyu690",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110306,"0",0},
{110306,"qiyu691",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110307,"0",0},
{110307,"qiyu692",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",110308,"0",0},
{110308,"qiyu693",0,"heroname_1012",3,101202,"face_happy",0,"",1,"0",110309,"0",0},
{110309,"qiyu694",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{110401,"qiyu695",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",110402,"0",0},
{110402,"qiyu696",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",110403,"0",0},
{110403,"qiyu697",0,"playername",4,0,"",0,"",1,"0",110404,"0",0},
{110404,"qiyu698",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",0,"0",0},
{110405,"qiyu699",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",110406,"0",0},
{110406,"qiyu700",0,"playername",4,0,"",0,"",1,"0",110407,"0",0},
{110407,"qiyu701",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",0,"0",0},
{110408,"qiyu702",0,"playername",4,0,"",0,"",1,"0",110409,"0",0},
{110409,"qiyu703",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",110410,"0",0},
{110410,"qiyu704",0,"heroname_1041",3,104102,"face_none",0,"",1,"0",0,"0",0},
{110501,"qiyu705",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110502,"0",0},
{110502,"qiyu706",0,"playername",4,0,"",0,"",1,"0",110503,"0",0},
{110503,"qiyu707",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110504,"0",0},
{110504,"qiyu708",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110505,"0",0},
{110505,"qiyu709",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110506,"0",0},
{110506,"qiyu710",0,"playername",4,0,"",0,"",1,"0",110507,"0",0},
{110507,"qiyu711",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",110508,"0",0},
{110508,"qiyu712",0,"playername",4,0,"",0,"",1,"0",110509,"0",0},
{110509,"qiyu713",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{110510,"qiyu714",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{110511,"qiyu096",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{110601,"qiyu715",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110602,"0",0},
{110602,"qiyu716",0,"playername",4,0,"",0,"",1,"0",110603,"0",0},
{110603,"qiyu717",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110604,"0",0},
{110604,"qiyu718",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110605,"0",0},
{110605,"qiyu719",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110606,"0",0},
{110606,"qiyu720",0,"playername",4,0,"",0,"",1,"0",110607,"0",0},
{110607,"qiyu721",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",110608,"0",0},
{110608,"qiyu722",0,"playername",4,0,"",0,"",1,"0",110609,"0",0},
{110609,"qiyu723",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",0,"0",0},
{110701,"qiyu724",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110702,"0",0},
{110702,"qiyu725",0,"playername",4,0,"",0,"",1,"0",110703,"0",0},
{110703,"qiyu726",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110704,"0",0},
{110704,"qiyu727",0,"playername",4,0,"",0,"",1,"0",110705,"0",0},
{110705,"qiyu728",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110706,"0",0},
{110706,"qiyu729",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{110707,"qiyu730",0,"playername",4,0,"",0,"",1,"0",110708,"0",0},
{110708,"qiyu731",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",110709,"0",0},
{110709,"qiyu732",0,"playername",4,0,"",0,"",1,"0",110710,"0",0},
{110710,"qiyu733",0,"heroname_1005",3,100502,"face_none",0,"",1,"0",0,"0",0},
{110801,"qiyu734",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110802,"0",0},
{110802,"qiyu735",0,"playername",4,0,"",0,"",1,"0",110803,"0",0},
{110803,"qiyu736",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110804,"0",0},
{110804,"qiyu737",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110805,"0",0},
{110805,"qiyu738",0,"playername",4,0,"",0,"",1,"0",110806,"0",0},
{110806,"qiyu739",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110807,"0",0},
{110807,"qiyu740",0,"playername",4,0,"",0,"",1,"0",110808,"0",0},
{110808,"qiyu741",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",110809,"0",0},
{110809,"qiyu742",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{110810,"qiyu075",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",0,"0",0},
{110901,"qiyu743",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",110902,"0",0},
{110902,"qiyu744",0,"playername",4,0,"",0,"",1,"0",110903,"0",0},
{110903,"qiyu745",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",110904,"0",0},
{110904,"qiyu746",0,"playername",4,0,"",0,"",1,"0",110905,"0",0},
{110905,"qiyu747",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",110906,"0",0},
{110906,"qiyu748",0,"playername",4,0,"",0,"",1,"0",110907,"0",0},
{110907,"qiyu749",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",0,"0",0},
{110908,"qiyu750",0,"playername",4,0,"",0,"",1,"0",110909,"0",0},
{110909,"qiyu751",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{110910,"qiyu752",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",110911,"0",0},
{110911,"qiyu753",0,"heroname_1024",3,102402,"face_sad",0,"",1,"0",110912,"0",0},
{110912,"qiyu754",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111001,"qiyu755",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111002,"0",0},
{111002,"qiyu756",0,"playername",4,0,"",0,"",1,"0",111003,"0",0},
{111003,"qiyu757",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111004,"0",0},
{111004,"qiyu758",0,"playername",4,0,"",0,"",1,"0",111005,"0",0},
{111005,"qiyu759",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111006,"0",0},
{111006,"qiyu760",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{111007,"qiyu807",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{111101,"qiyu761",0,"heroname_1005",1,100502,"face_nomal",0,"",2,"qiyu762",111102,"qiyu763",111102},
{111102,"qiyu764",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",111103,"0",0},
{111103,"qiyu765",0,"playername",4,0,"",0,"",1,"0",111104,"0",0},
{111104,"qiyu766",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{111201,"qiyu767",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{111202,"qiyu768",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{111203,"qiyu769",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{111301,"qiyu770",0,"heroname_1012",3,101202,"face_happy",0,"",1,"0",111302,"0",0},
{111302,"qiyu771",0,"playername",4,0,"",0,"",1,"0",111303,"0",0},
{111303,"qiyu772",0,"heroname_1012",3,101202,"face_happy",0,"",1,"0",111304,"0",0},
{111304,"qiyu773",0,"playername",4,0,"",0,"",1,"0",111305,"0",0},
{111305,"qiyu774",0,"heroname_1012",3,101202,"face_happy",0,"",1,"0",111306,"0",0},
{111306,"qiyu775",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111401,"qiyu776",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",111402,"0",0},
{111402,"qiyu777",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",111403,"0",0},
{111403,"qiyu778",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111404,"qiyu779",0,"playername",4,0,"",0,"",1,"0",111405,"0",0},
{111405,"qiyu780",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{111501,"qiyu781",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111502,"0",0},
{111502,"qiyu782",0,"playername",4,0,"",0,"",1,"0",111503,"0",0},
{111503,"qiyu783",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111504,"0",0},
{111504,"qiyu784",0,"playername",4,0,"",0,"",1,"0",111505,"0",0},
{111505,"qiyu785",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{111506,"qiyu786",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{111507,"qiyu787",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{111601,"qiyu788",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",111602,"0",0},
{111602,"qiyu789",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111603,"qiyu790",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111701,"qiyu791",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",111702,"0",0},
{111702,"qiyu792",0,"playername",4,0,"",0,"",1,"0",111703,"0",0},
{111703,"qiyu793",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",111704,"0",0},
{111704,"qiyu794",0,"playername",4,0,"",0,"",1,"0",111705,"0",0},
{111705,"qiyu795",0,"playername",4,0,"",0,"",1,"0",111706,"0",0},
{111706,"qiyu796",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",111707,"0",0},
{111707,"qiyu797",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111801,"qiyu798",0,"heroname_1016",3,101602,"face_nomal",0,"",1,"0",111802,"0",0},
{111802,"qiyu799",0,"playername",4,0,"",0,"",1,"0",111803,"0",0},
{111803,"qiyu800",0,"heroname_1016",3,101602,"face_nomal",0,"",1,"0",111804,"0",0},
{111804,"qiyu801",0,"playername",4,0,"",0,"",1,"0",111805,"0",0},
{111805,"qiyu802",0,"heroname_1016",3,101602,"face_nomal",0,"",1,"0",111806,"0",0},
{111806,"qiyu803",0,"playername",4,0,"",0,"",1,"0",111807,"0",0},
{111807,"qiyu804",0,"heroname_1016",3,101602,"face_nomal",0,"",1,"0",0,"0",0},
{111901,"qiyu805",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",111902,"0",0},
{111902,"qiyu806",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{111903,"qiyu786",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{111904,"qiyu807",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{112001,"qiyu808",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",112002,"0",0},
{112002,"qiyu809",0,"playername",4,0,"",0,"",1,"0",112003,"0",0},
{112003,"qiyu810",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",112004,"0",0},
{112004,"qiyu811",0,"playername",4,0,"",0,"",1,"0",112005,"0",0},
{112005,"qiyu812",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",112006,"0",0},
{112006,"qiyu813",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112101,"qiyu814",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",112102,"0",0},
{112102,"qiyu815",0,"playername",4,0,"",0,"",1,"0",112103,"0",0},
{112103,"qiyu816",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",112104,"0",0},
{112104,"qiyu817",0,"playername",4,0,"",0,"",1,"0",112105,"0",0},
{112105,"qiyu818",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",112106,"0",0},
{112106,"qiyu819",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112107,"qiyu075",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",0,"0",0},
{112201,"qiyu820",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",112202,"0",0},
{112202,"qiyu821",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112203,"qiyu822",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112301,"qiyu823",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",112302,"0",0},
{112302,"qiyu824",0,"playername",4,0,"",0,"",1,"0",112303,"0",0},
{112303,"qiyu825",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",112304,"0",0},
{112304,"qiyu826",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112305,"qiyu827",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",0,"0",0},
{112401,"qiyu828",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{112402,"qiyu829",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112501,"qiyu830",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",112502,"0",0},
{112502,"qiyu831",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",112503,"0",0},
{112503,"qiyu832",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{112504,"qiyu786",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{112601,"qiyu833",0,"heroname_1002",1,100202,"face_happy",0,"",2,"qiyu834",112602,"qiyu835",112602},
{112602,"qiyu836",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",112603,"0",0},
{112603,"qiyu837",0,"playername",4,0,"",0,"",1,"0",112604,"0",0},
{112604,"qiyu838",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",112605,"0",0},
{112605,"qiyu839",0,"playername",4,0,"",0,"",1,"0",112606,"0",0},
{112606,"qiyu840",0,"heroname_1002",3,100202,"face_surprise",0,"",1,"0",112607,"0",0},
{112607,"qiyu841",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112701,"qiyu842",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",112702,"0",0},
{112702,"qiyu843",0,"playername",4,0,"",0,"",1,"0",112703,"0",0},
{112703,"qiyu844",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",112704,"0",0},
{112704,"qiyu845",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112801,"qiyu846",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",112802,"0",0},
{112802,"qiyu847",0,"playername",4,0,"",0,"",1,"0",112803,"0",0},
{112803,"qiyu848",0,"heroname_1041",3,104102,"face_happy",0,"",1,"0",112804,"0",0},
{112804,"qiyu849",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{112901,"qiyu850",0,"heroname_1010",3,101002,"face_happy",0,"",1,"0",112902,"0",0},
{112902,"qiyu851",0,"playername",4,0,"",0,"",1,"0",112903,"0",0},
{112903,"qiyu852",0,"heroname_1010",3,101002,"face_happy",0,"",1,"0",112904,"0",0},
{112904,"qiyu853",0,"playername",4,0,"",0,"",1,"0",112905,"0",0},
{112905,"qiyu854",0,"heroname_1010",3,101002,"face_happy",0,"",1,"0",0,"0",0},
{112906,"qiyu855",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{113001,"qiyu856",0,"playername",4,0,"",0,"",1,"0",113002,"0",0},
{113002,"qiyu857",0,"heroname_1005",3,100502,"face_happy",0,"",1,"0",113003,"0",0},
{113003,"qiyu858",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",113004,"0",0},
{113004,"qiyu859",0,"playername",4,0,"",0,"",1,"0",113005,"0",0},
{113005,"qiyu860",0,"heroname_1002",3,100202,"face_happy",0,"",1,"0",113006,"0",0},
{113006,"qiyu861",0,"playername",4,0,"",0,"",1,"0",113007,"0",0},
{113007,"qiyu862",0,"heroname_1005",3,100502,"face_happy",0,"",1,"0",0,"0",0},
{114001,"qiyu06101",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",114002,"0",0},
{114002,"qiyu06102",0,"playername",4,0,"",0,"",1,"0",114003,"0",0},
{114003,"qiyu06103",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",114004,"0",0},
{114004,"qiyu06104",0,"playername",4,0,"",0,"",1,"0",114005,"0",0},
{114005,"qiyu06105",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",114006,"0",0},
{114006,"qiyu06106",0,"playername",4,0,"",0,"",1,"0",114007,"0",0},
{114007,"qiyu06107",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",114008,"0",0},
{114008,"qiyu06108",0,"playername",4,0,"",0,"",1,"0",114009,"0",0},
{114009,"qiyu06109",0,"playername",4,0,"",0,"",1,"0",114010,"0",0},
{114010,"qiyu06110",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",0,"0",0},
{114011,"qiyu06111",0,"heroname_1039",3,103902,"face_happy",0,"",1,"0",0,"0",0},
{200000,"qiyu20000",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{200001,"qiyu20001",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{200002,"qiyu20002",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{200003,"qiyu20003",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{200004,"qiyu20004",0,"monstername_3002",3,99902225,"face_nomal",0,"",1,"0",0,"0",0},
{200005,"qiyu20005",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{200006,"qiyu20006",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{200007,"qiyu20007",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{200008,"qiyu20008",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{200009,"qiyu20009",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{200010,"qiyu20010",0,"npcName_5",1,902002,"face_happy",0,"",3,"qiyu5000",0,"qiyu5001",0},
{200011,"qiyu20011",0,"npcName_5",3,902002,"face_happy",0,"",1,"0",0,"0",0},
{200012,"qiyu20012",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{200013,"qiyu20013",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{200014,"qiyu20014",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{200015,"qiyu20015",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",0,"0",0},
{300001,"dailyIns_1desc_1",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",300002,"0",0},
{300002,"dailyIns_1desc_2",0,"playername",4,0,"",0,"",1,"0",300003,"0",0},
{300003,"dailyIns_1desc_3",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",300004,"0",0},
{300004,"dailyIns_1desc_4",0,"playername",4,0,"",0,"",1,"0",300005,"0",0},
{300005,"dailyIns_1desc_5",0,"heroname_1026",3,102602,"face_nomal",0,"",1,"0",300006,"0",0},
{300006,"dailyIns_1desc_6",0,"playername",4,0,"",0,"",1,"0",300007,"0",0},
{300007,"dailyIns_1desc_7",0,"playername",4,0,"",0,"",1,"0",300008,"0",0},
{300008,"dailyIns_1desc_8",0,"heroname_1026",3,102602,"face_happy",0,"",1,"0",300009,"0",0},
{300009,"dailyIns_1desc_9",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{300101,"dailyIns_2desc_1",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",300102,"0",0},
{300102,"dailyIns_2desc_2",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",300103,"0",0},
{300103,"dailyIns_2desc_3",0,"playername",4,0,"",0,"",1,"0",300104,"0",0},
{300104,"dailyIns_2desc_4",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",300105,"0",0},
{300105,"dailyIns_2desc_5",0,"playername",4,0,"",0,"",1,"0",300106,"0",0},
{300106,"dailyIns_2desc_6",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",300107,"0",0},
{300107,"dailyIns_2desc_7",0,"playername",4,0,"",0,"",1,"0",300108,"0",0},
{300108,"dailyIns_2desc_8",0,"heroname_1003",3,100302,"face_nomal",0,"",1,"0",0,"0",0},
{300201,"dailyIns_3desc_1",0,"heroname_1009",3,100902,"face_nomal",0,"",1,"0",300202,"0",0},
{300202,"dailyIns_3desc_2",0,"playername",4,0,"",0,"",1,"0",300203,"0",0},
{300203,"dailyIns_3desc_3",0,"heroname_1009",3,100902,"face_happy",0,"",1,"0",300204,"0",0},
{300204,"dailyIns_3desc_4",0,"playername",4,0,"",0,"",1,"0",300205,"0",0},
{300205,"dailyIns_3desc_5",0,"heroname_1009",3,100902,"face_happy",0,"",1,"0",300206,"0",0},
{300206,"dailyIns_3desc_6",0,"playername",4,0,"",0,"",1,"0",300207,"0",0},
{300207,"dailyIns_3desc_7",0,"heroname_1009",3,100902,"face_happy",0,"",1,"0",300208,"0",0},
{300208,"dailyIns_3desc_8",0,"playername",4,0,"",0,"",1,"0",0,"0",0},
{300301,"dailyIns_4desc_1",0,"heroname_1010",3,101002,"face_nomal",0,"",1,"0",300302,"0",0},
{300302,"dailyIns_4desc_2",0,"playername",4,0,"",0,"",1,"0",300303,"0",0},
{300303,"dailyIns_4desc_3",0,"heroname_1010",3,101002,"face_nomal",0,"",1,"0",300304,"0",0},
{300304,"dailyIns_4desc_4",0,"playername",4,0,"",0,"",1,"0",300305,"0",0},
{300305,"dailyIns_4desc_5",0,"heroname_1010",3,101002,"face_nomal",0,"",1,"0",300306,"0",0},
{300306,"dailyIns_4desc_6",0,"playername",4,0,"",0,"",1,"0",300307,"0",0},
{300307,"dailyIns_4desc_7",0,"heroname_1010",3,101002,"face_nomal",0,"",1,"0",0,"0",0},
{300401,"dailyIns_5desc_1",0,"heroname_1017",3,101702,"face_nomal",0,"",1,"0",300402,"0",0},
{300402,"dailyIns_5desc_2",0,"playername",4,0,"",0,"",1,"0",300403,"0",0},
{300403,"dailyIns_5desc_3",0,"heroname_1017",3,101702,"face_happy",0,"",1,"0",300404,"0",0},
{300404,"dailyIns_5desc_4",0,"playername",4,0,"",0,"",1,"0",300405,"0",0},
{300405,"dailyIns_5desc_5",0,"heroname_1017",3,101702,"face_happy",0,"",1,"0",300406,"0",0},
{300406,"dailyIns_5desc_6",0,"playername",4,0,"",0,"",1,"0",300407,"0",0},
{300407,"dailyIns_5desc_7",0,"heroname_1017",3,101702,"face_nomal",0,"",1,"0",0,"0",0},
{300501,"dailyIns_6desc_1",0,"heroname_1039",1,103902,"face_nomal",0,"",1,"0",300502,"0",0},
{300502,"dailyIns_6desc_2",0,"playername",4,0,"",0,"",1,"0",300503,"0",0},
{300503,"dailyIns_6desc_3",0,"heroname_1039",1,103902,"face_nomal",0,"",1,"0",300504,"0",0},
{300504,"dailyIns_6desc_4",0,"playername",4,0,"",0,"",1,"0",300505,"0",0},
{300505,"dailyIns_6desc_5",0,"heroname_1039",1,103902,"face_nomal",0,"",1,"0",300506,"0",0},
{300506,"dailyIns_6desc_6",0,"playername",4,0,"",0,"",1,"0",300507,"0",0},
{300507,"dailyIns_6desc_7",0,"heroname_1039",1,103902,"face_happy",0,"",1,"0",0,"0",0},
{300601,"dailyIns_7desc_1",0,"playername",4,0,"",0,"",1,"0",300602,"0",0},
{300602,"dailyIns_7desc_2",0,"heroname_1015",3,101502,"face_nomal",0,"",1,"0",300603,"0",0},
{300603,"dailyIns_7desc_3",0,"playername",4,0,"",0,"",1,"0",300604,"0",0},
{300604,"dailyIns_7desc_4",0,"heroname_1015",3,101502,"face_nomal",0,"",1,"0",300605,"0",0},
{300605,"dailyIns_7desc_5",0,"playername",4,0,"",0,"",1,"0",300606,"0",0},
{300606,"dailyIns_7desc_6",0,"heroname_1015",3,101502,"face_nomal",0,"",1,"0",300607,"0",0},
{300607,"dailyIns_7desc_7",0,"playername",4,0,"",0,"",1,"0",300608,"0",0},
{300608,"dailyIns_7desc_8",0,"heroname_1015",3,101502,"face_happy",0,"",1,"0",0,"0",0},
{300701,"dailyIns_8desc_1",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",300702,"0",0},
{300702,"dailyIns_8desc_2",0,"playername",4,0,"",0,"",1,"0",300703,"0",0},
{300703,"dailyIns_8desc_3",0,"heroname_1005",3,100502,"face_nomal",0,"",1,"0",300704,"0",0},
