candidateActiveInHierarchy,candidateActiveSelf,candidateComponentTypes,candidateHasMask,candidateHasMaskNamedComponent,candidateHasRectMask2D,candidateHasTmpText,candidateLoadedComponent,candidateMaskEnabled,candidateMaskShowMaskGraphic,candidateMissingScriptCount,candidatePath,candidateRectMaskEnabled,candidateTmpCharacterSpacing,candidateTmpEnableAutoSizing,candidateTmpFont,candidateTmpFontSize,candidateTmpFontSizeMax,candidateTmpFontSizeMin,candidateTmpMaterial,candidateTmpText,componentGap,matchKind,ownerSourceEvidence,ownershipRationale,patchDecision,primaryClassification,routeKnownInB54OrB70,sourceActiveInHierarchy,sourceActiveSelf,sourceAnchoredPosition,sourceCharacterHorizontalScale,sourceCharacterSpacing,sourceEnableAutoSizing,sourceEvidence,sourceFontAssetRef,sourceFontSize,sourceFontSizeBase,sourceFontSizeMax,sourceFontSizeMin,sourceHasMaskComponent,sourceKind,sourceLocalScale,sourceMaskComponentType,sourceMaskScriptRef,sourceName,sourceOwner,sourcePath,sourceSharedMaterialRef,sourceShowMaskGraphic,sourceSiblingIndex,sourceSizeDelta,sourceText
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>,False,False,False,,False,False,False,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask,False,,,,,,,,,mask_component_absent_or_unresolved_missing_script_in_candidate,exact,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,159/1.8,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgMask,,,1,86/84,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,True,True,0/0,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,Viewport,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/node_buff/ScrollViewBuff/Viewport,,0,0,0/0,
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>;<missing>,False,False,False,,False,False,False,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask,False,,,,,,,,,mask_component_absent_or_unresolved_missing_script_in_candidate,exact,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,159/0,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/im_mask,,0,2,89/90,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 TMP/mask audit row,outside B73 focused HUD/right rail set or not enough owner evidence,no_patch_in_battle74,component_rehydration_required,True,False,False,4.5/-2.1,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,BATTLE54 serialized source row,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_03_ui_normalbattle_heroitem/imgMask,,,4,127/119,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,4.5/-2.0999985,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_2_1002/imgMask,,,4,127/119,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,4.5/-2.0999985,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_3_1034/imgMask,,,4,127/119,
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>;<missing>,False,False,False,,False,False,False,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask,False,,,,,,,,,mask_component_absent_or_unresolved_missing_script_in_candidate,exact,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,-142/0,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/im_mask,,0,2,89/90,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,-220/-33,,,,component has m_ShowMaskGraphic,,,,,,True,mask,0.64/0.64/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/EnemyInfo2/im_mask,,0,2,145/145,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/-38,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/1p/im_mask,,0,0,97/97,
False,False,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;BattleHudExtractedSpriteBindingMarker25;UnityEngine.UI.Image,False,False,False,,False,False,False,1,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgMask,False,,,,,,,,,mask_component_absent_or_unresolved_missing_script_in_candidate,exact,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,False,False,-141/1,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/PlayerInfo/imgMask,,,1,86/84,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/-0,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/root_battle/TopCenter/PlayerInfo/imgPlayerHeadIcon/imgMask,,,0,78/79,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/-52,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/3p/im_mask,,0,1,70/70,
True,True,UnityEngine.RectTransform;UnityEngine.CanvasRenderer;<missing>;<missing>;UnityEngine.Animator;BattleHudExtractedSpriteBindingMarker25;UnityEngine.UI.Image,False,False,False,,False,False,False,2,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield,False,,,,,,,,,mask_component_absent_or_unresolved_missing_script_in_candidate,exact,"lines 222, 467-489, 1194, 1218, 1224","TopCenter enemy/player name, wave, and head-mask state are populated by runtime battle data",no_patch_in_battle74,component_rehydration_required,True,True,True,0/-2,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,imgPlayerShield,UI_NormalBattle.lua + ModulesInit.ProcedureNormalBattle,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/root_top/TopCenter/EnemyInfo/imgPlayerHPBG/imgPlayerShield,,0,3,276.4/32.95,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,False,4.5/-2.0999985,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/BottomCenter/HeroListContainer/Battle29BoundHeroCard_1_1036/imgMask,,,4,127/119,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/-52,,,,component has m_ShowMaskGraphic,,,,,,True,mask,1/1/1,UnityEngine.UI.Mask(serialized_missing_script),0,im_mask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_01_ui_normalbattle/root_battle/longzhan/PlayerInfo2/2p/im_mask,,0,1,70/70,
,,,,,,,False,,,,,,,,,,,,,,source_row_not_present_in_b73_candidate_focus_or_path_missing,none,BATTLE54 route/TMP/mask rows; BATTLE70 route HUD source-delta matrix,"battle HUD TMP/mask values may be static serialized source, but active chain and runtime values need snapshot",no_patch_in_battle74,component_rehydration_required,True,False,True,0/0,,,,name-only mask candidate,,,,,,False,mask,1/1/1,,,imgMask,original prefab + UI_NormalBattle.lua,BattleHudSpriteAtlasTextureRuntimeBindingClip05Root/CanvasLuaStateHUD_08_ui_testbattle/root_battle/TopCenter/EnemyInfo/imgPlayerHeadIcon/imgMask,,,0,78/79,
