referenceElement,rootName,hierarchyPath,gameObjectName,gameObjectId,rectPathId,active,depth,anchoredPos,sizeDelta,localScale,spriteNames,texts,buttonHandlers,candidateReason
left_story_task_banner,UI_MainInterface,UI_MainInterface/left/leftbannerNode/showBannerDescNode/node_actbanner/ScrollViewActBanner/Viewport/Content/tab_item/im_redpoint/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-5344915443054783477,-638932970835856657,False,11,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/worldwanfaBtn/spine_diqiu/Renderer11,Renderer11,4736382173507994814,-603321170965056083,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/btn_baiqipao,btn_baiqipao,-2557286150029182793,-524215810688394471,True,3,"0.0,0.0","342.0,135.0","1.0,1.0,1.0",,,UI_MainPage.onChat:146,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle7/toggle_node/im_summonpet_red_point/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),7945411629028750635,-517941272871579563,False,8,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_10/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),-4057715674451431993,-504699143912026040,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2/un_MainInterface_fire/effect,effect,-8677204882102514814,-503878450261988387,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle1/toggle_node/im_camp_can_compose,im_camp_can_compose,3565536311306055280,-500947104802621737,False,6,"0.8999999761581421,26.299999237060547","0.0,0.0","0.699999988079071,0.699999988079071,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/btn_vip/im_vip,im_vip,-8288604489780378056,-495318114904151918,False,4,"21.5,-15.0","43.0,21.0","1.0,1.0,1.0",VIP,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/btn_baiqipao,btn_baiqipao,2922847382696197618,-428078312210565576,True,3,"0.0,0.0","342.0,135.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_13,btn_act_13,-6572525046014939047,-417605672092456394,True,3,"-800.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/btn_show/btn_show_fanhui,btn_show_fanhui,8722396124062621871,-370236536748539549,True,2,"-564.0,308.0","92.0,54.0","1.0,1.0,1.0",BTN_fanhui,,UI_MainPage.onBtnShow:162,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer5,Renderer5,108744817675627116,-355882819401416448,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer28,Renderer28,-425255484531121655,-346694370497841280,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/im_jiantou,im_jiantou,5777327454696535126,-341009660319589515,True,5,"176.0,2.0","31.0,36.0","-1.2000000476837158,1.2000000476837158,1.0",UI_arrow_green_1,,,strong_reference_layout_candidate_old_root_has_matching_stack
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/jiarutishi,jiarutishi,4183356080202343932,-321695101024193695,False,3,"-707.0,285.0","0.0,0.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
hero_background,UI_MainInterface_old,UI_MainInterface_old/UI_touchSpine,UI_touchSpine,3101055438495186894,-318661959714136002,True,1,"0.0,0.0","650.0,500.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_1/spine_root,spine_root,2782141785606473805,-310901400336723787,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/text_num,text_num,-6396064382286451856,-303524072024309074,True,3,"95.69999694824219,14.199999809265137","200.0,50.0","1.0,1.0,1.0",,5099만,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/Entry,Entry,-6776336349606776388,-249494615586118723,True,4,"0.0,0.0","100.0,100.0","0.0,0.0,0.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/spine_root,spine_root,-7873569016552220514,-246555675932476478,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/Viewport/Content/lucky/text_youjian/bg_name,bg_name,8940009674820192755,-195780120643055117,False,7,"3.0999755859375,0.0","56.0,22.0","1.0,1.0,1.0",UI_liaotian_xitongtiao2,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/btn_lingqu,btn_lingqu,-4642839957888642583,-175497443425033689,True,7,"106.5,-3.0","329.20001220703125,37.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg/btn_renwu/bg_ditu2/btn_lingqu,btn_lingqu,-4642839957888642583,-175497443425033689,True,7,"106.5,-3.0","329.20001220703125,37.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg,im_bg,4492213896415149202,-143968277265638168,True,4,"0.0,0.0","79.0,80.0","1.0,1.0,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/im_bg,im_bg,4492213896415149202,-143968277265638168,True,4,"0.0,0.0","79.0,80.0","1.0,1.0,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_1/im_qipao1/RedDot,RedDot,-5122372954115709015,2672235313867768,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/left/topBtnGroup/btn_yincang,btn_yincang,2915813541880018923,30237742168971209,True,3,"0.0,0.0","57.0,57.0","0.800000011920929,0.800000011920929,1.0",Icon_zdh,,UI_MainPage.onBtnHideUI:133,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_1,UI_Main_wanfa_item_1,2741717018572241449,51920382737909704,True,3,"-246.0,192.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),1265499469338833398,55234665049728500,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian,btn_shangdian,5140802342601422660,66722844441448537,True,3,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",Image_blank,,UI_MainPage.onBtnShop:184,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian,btn_shangdian,5140802342601422660,66722844441448537,True,3,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",Image_blank,,UI_MainPage.onBtnShop:184,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_11/txt_act_name,txt_act_name,6357774995664806671,77944232778520417,True,4,"0.0,-36.0","90.0,14.010000228881836","1.0,1.0,1.0",,옷장과의 약속,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface,UI_MainInterface/right/UI_currency,UI_currency,2938063278071817179,80910812660760128,True,2,"-98.0,338.0","157.0,31.0","1.0,1.0,1.0",BG_jiahao,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_18/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),8726507150467202492,91229006061489424,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_1/im_qipao1/text_num,text_num,554543525112014058,94745661033692816,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_4/im_qipao1/text_num,text_num,376587751896199353,154940231305652153,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_17/im_bg,im_bg,-8781158340890982579,188373920944577694,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_8/im_bg,im_bg,6383004347225195486,200035804364674046,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle3/toggle_node/im_qipao1/text_num,text_num,-8847232525691174279,250624313575399227,True,7,"1.5,0.0","40.0,30.0","1.0,1.0,1.0",,6,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_6/btn_act,btn_act,389841532357394928,257070631042813109,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2/bg_ditu2/btn_lingqu/text,text,-6005187361460479994,280097607619077675,True,7,"0.0,3.0","44.0099983215332,25.0","1.0,1.0,1.0",,수령 ,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2/bg_ditu2/btn_lingqu/text,text,-6005187361460479994,280097607619077675,True,7,"0.0,3.0","44.0099983215332,25.0","1.0,1.0,1.0",,수령 ,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/btn_shangdian/text_haoyou (1),text_haoyou (1),3025582206056342729,302278427489246462,True,3,"0.0,-32.59999084472656","110.0,20.0","1.0,1.0,1.0",,상점,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/btn_shangdian/text_haoyou (1),text_haoyou (1),3025582206056342729,302278427489246462,True,3,"0.0,-32.59999084472656","110.0,20.0","1.0,1.0,1.0",,상점,,strong_reference_layout_candidate_old_root_has_matching_stack
top_currency,UI_MainInterface_old,UI_MainInterface_old/right/UI_currency/btn_jia,btn_jia,1158784495791307543,314461004524303978,True,3,"67.0,-3.0","38.0,42.0","1.0,1.0,1.0",BTN_jiahao,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_5/root_red_fix,root_red_fix,8982917849168756033,322515930895914644,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_3/im_qipao1/RedDot/SkeletonGraphic (hongdian01),SkeletonGraphic (hongdian01),6235436557323404625,344894431592020488,False,6,"0.0,0.0","33.0,32.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/root_red_fix,root_red_fix,2346849466974143901,345730958966035279,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2/im_redpoint/text_num,text_num,-841665030076573394,362938325050769905,False,5,"0.0,0.0","40.0,30.0","1.0,1.0,1.0",,6,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_4/im_bg,im_bg,-525836409913160950,412788869340406666,True,4,"0.0,-21.100006103515625","140.22999572753906,27.0","1.0,1.0,1.0",BG_wave,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/btn_lingqu/text,text,-6901355708932153240,464459436152818844,True,6,"0.0,3.0","44.0099983215332,25.0","1.0,1.0,1.0",,수령,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_19,btn_act_19,-4761558363726862681,493921710596589694,True,3,"-200.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_9/root_red_fix,root_red_fix,5072259017493169759,517539721327442845,True,4,"26.0,26.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/left/left_node_face_btn/btn_face_item_7/btn_act,btn_act,4464877392471899717,592699714808975310,True,4,"0.0,0.0","80.0,80.0","1.0,1.0,1.0",,,UI_MainPageActItem.inline_function:24,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/toogles/toggle6/toggle_node/im_city_full,im_city_full,-680226244734996487,601128525854227861,False,6,"15.0,32.0","41.0,49.0","1.0499999523162842,1.0499999523162842,1.0499999523162842",bg_tishi1,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer18,Renderer18,-2006937580190758169,617781341314171701,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/jiarutishi4/text_tmp_message,text_tmp_message,-7400180809850518839,619720824212068006,True,4,"640.0,-215.0","157.60000610351562,68.4000015258789","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/head_yuan150,head_yuan150,-5437027014254569737,641475810152133229,True,3,"-113.0,1.0","0.0,0.0","0.699999988079071,0.699999988079071,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/left/liaotian/Viewport/Content/heroEvent/text_youjian/bg_name/text_name,text_name,-2261659972829547729,655284311865122310,True,8,"0.0,0.0","36.0,40.0","1.0,1.0,1.0",,시스템 ,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface,UI_MainInterface/left/bg_juese/bg_guanzhi/text_guan_num,text_guan_num,-4250581376721635161,661874068022739656,True,4,"1.7999999523162842,12.0","0.0,15.0","1.0,1.0,1.0",,2,,prefab_hierarchy_name_sprite_handler_candidate
top_currency,UI_MainInterface,UI_MainInterface/right/UI_currency,UI_currency,5820774728273909462,668535029315576181,True,2,"-296.0,338.0","157.0,31.0","1.0,1.0,1.0",BG_jiahao,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_4/im_redpoint/RedDot,RedDot,5988687696584462687,681385885347883902,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
top_currency,UI_MainInterface,UI_MainInterface/mask/btn_jiantou1/boxcollider,boxcollider,1020557433455863919,702957070861426823,True,3,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
hide_show_mask,UI_MainInterface,UI_MainInterface/mask/btn_jiantou1/boxcollider,boxcollider,1020557433455863919,702957070861426823,True,3,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_10/im_bg,im_bg,-1948854012402105917,718290780423784289,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
hero_background,UI_MainInterface,UI_MainInterface/UI_touchSpine,UI_touchSpine,-1874286104444283317,718716608411067892,True,1,"-61.0,-28.0","650.0,400.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_13/spine_root,spine_root,-930705549152892516,743082092236451927,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer6,Renderer6,-5607938646178852370,745277137087855206,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/spine_xiaoren/Renderer14,Renderer14,-4339556265143514658,745958659157928864,False,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/mask_notice,mask_notice,-3377701493424727842,776782486124243841,True,5,"-29.600000381469727,0.0","185.35000610351562,30.0","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
hide_show_mask,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu2/mask_notice,mask_notice,-3377701493424727842,776782486124243841,True,5,"-29.600000381469727,0.0","185.35000610351562,30.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_2/wanfaBtn,wanfaBtn,-589134538826087092,840801985878816193,True,4,"0.0,0.0","130.0,130.0","1.0,1.0,1.0",Image_blank,,UI_MainPage.onBtnAdventure:187,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_12/im_qipao1/RedDot,RedDot,4801344935752701794,845845581419535948,True,5,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface,UI_MainInterface/left/bg_juese/im_redpoint_line/RedDot,RedDot,7291736164622053471,846085349476589029,True,4,"0.0,0.0","27.0,27.0","0.800000011920929,0.800000011920929,1.0",T_hongdian_1,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2/bg_ditu1/text,text,-819521724186643816,880147563928036600,True,6,"15.0,0.0","132.47999572753906,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface,UI_MainInterface/right/node_act_btn/node_renwu/btn_renwu_2/bg_ditu1/text,text,-819521724186643816,880147563928036600,True,6,"15.0,0.0","132.47999572753906,25.0","1.0,1.0,1.0",,임무 설명,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/sp_icon,sp_icon,3117644800361001336,952851267482445385,True,4,"0.0,2.0","74.70259094238281,78.8658676147461","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/sp_icon,sp_icon,3117644800361001336,952851267482445385,True,4,"0.0,2.0","74.70259094238281,78.8658676147461","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_11,btn_act_11,-1548239284954743825,989367443082764204,True,3,"-800.0,-90.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/huodong3/Viewport/Content/btn_huodong3/bg_time/text_time,text_time,2770547858865865064,997656216616295177,True,7,"-30.0,-2.0","80.0,40.0","1.0,1.0,1.0",,기간: ,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_18/im_bg,im_bg,-4533368459192300147,1009157516549925944,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/node_friday/sp_saletag,sp_saletag,-8866242424676320698,1037273744600676234,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_shangdian/node_friday/sp_saletag,sp_saletag,-8866242424676320698,1037273744600676234,True,5,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/UI_Main_wanfa_item_3/im_redpoint,im_redpoint,-4589860643603792609,1061094201511039461,False,4,"40.0,44.0","27.0,27.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
hide_show_mask,UI_MainInterface,UI_MainInterface/btn_show,btn_show,4721660477782303194,1062022579683624892,False,1,"0.0,0.0","0.0,0.0","1.0,1.0,1.0",Image_blank,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_7/im_bg,im_bg,-8977503048683810670,1091771322465803425,True,4,"0.0,0.0","79.0,80.0","0.8999999761581421,0.8999999761581421,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
top_profile_level,UI_MainInterface_old,UI_MainInterface_old/left/bg_juese/btn_vip/im_num,im_num,4063524729126185827,1092419888117874184,True,4,"0.0,0.0","29.0,20.0","1.0,1.0,1.0",vip_lv_20,,,prefab_hierarchy_name_sprite_handler_candidate
right_activity_icon_stack,UI_MainInterface_old,UI_MainInterface_old/right/node_act_btn/btn_act_17/spine_root,spine_root,3476448613993201628,1132500508596268684,True,4,"0.0,0.0","100.0,100.0","0.8999999761581421,0.8999999761581421,0.699999988079071",,,,prefab_hierarchy_name_sprite_handler_candidate
route_world_cluster,UI_MainInterface,UI_MainInterface/right/node_middle/wanfaWorldNode/fanhui_guide_shou/spine_xiaoshou/Renderer50,Renderer50,-8017418322332789327,1149289760893617388,False,6,"0.0,0.0","100.0,100.0","1.0,1.0,1.0",,,,mismatch_cluster_visible_in_current_capture_but_absent_from_reference
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/sp_icon,sp_icon,-1093715066855143664,1163768542286382966,True,3,"0.0,6.0","74.70259094238281,78.8658676147461","1.0,1.0,1.0",,,,strong_reference_layout_candidate_old_root_has_matching_stack
left_story_task_banner,UI_MainInterface_old,UI_MainInterface_old/left/node_renwu/btn_renwu/bg_ditu1/text,text,6094897319733571985,1232844075836322441,True,5,"15.0,0.0","0.0,25.0","1.0,1.0,1.0",,임무 관련 설명,,strong_reference_layout_candidate_old_root_has_matching_stack
right_activity_icon_stack,UI_MainInterface,UI_MainInterface/right/node_act_btn/btn_act_5/im_bg,im_bg,-6797544053280502647,1258230208555542797,True,4,"0.0,0.0","79.0,80.0","1.0,1.0,1.0",mainpage_BTN_bg,,,prefab_hierarchy_name_sprite_handler_candidate
bottom_menu_buttons,UI_MainInterface,UI_MainInterface/right/node_bottom/jiarutishi2/text_tmp_message,text_tmp_message,-5550206479805750103,1259887083944484453,True,4,"295.0,-187.0","205.39999389648438,30.0","1.0,1.0,1.0",,<color=#599F50>{0}시간</color>의 방치 보상을 누적했습니다. 수령하세요!,,prefab_hierarchy_name_sprite_handler_candidate
right_chat_and_social_stack,UI_MainInterface_old,UI_MainInterface_old/right/liaotian/Viewport/Content/avg/text_youjian,text_youjian,6125115078841407778,1267237218268432779,True,6,"0.0,0.0","330.0,0.0","1.0,1.0,1.0",,      dadfadsfadsf,,strong_reference_layout_candidate_old_root_has_matching_stack
