bundle,component_path_id,game_object_id,game_object_name,script_id,sprite_ref,material_ref,raycast_target,maskable,image_type,preserve_aspect,fill_method,fill_amount,color_r,color_g,color_b,color_a
download/ui/uiprefabandres/maininterface.assetbundle,-3487439834597419756,-2323248805659418054,btn_haoyou,-7030229213176759517,3:-3040494882488264847,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3477613444987115691,364679835640637705,im_xuanzhong,-7030229213176759517,1:-3341524470259435328,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3472608036398903081,-6825885927709185065,pop_Content,-7030229213176759517,34:2224739345743275005,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3467338565263649429,-3439405901134263707,btn_jia,-7030229213176759517,1:3120295196096261319,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3460506665119363665,-5601116468779446911,im_tanhao,-7030229213176759517,3:-1663854595147985003,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3444883009557297078,-2680097217184652743,im_qipao2,-7030229213176759517,1:8310869441475037279,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3435258911285101705,358696348567872299,im_vip_bg,1242602534869556086,3:552822172822507090,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3417559312839099967,5933261268031254451,img_icon,1242602534869556086,43:7417956073517072135,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3380644203179168224,107053886084870299,im_redpoint_shangdian,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3348794695087212320,-485012013500566581,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3329907365261087369,-3807362937201914625,im_yinying,-7030229213176759517,3:-7448078343960138266,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3298834330875582432,9045799210300714795,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3284261306713304450,1110354124109558266,im_kai,-7030229213176759517,8:8567226860985364068,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3275596223363574347,7117589040332254740,bg_dot,-7030229213176759517,3:3763899259279859054,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3272143675756169280,2944957954646576173,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3255678833296822870,1801190188330136554,warn_bg,-7030229213176759517,11:469540964723321015,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3253672118740134099,-504469674175559433,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3249607377582471733,8045134025613897912,bg_mohuzhezhao,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543
download/ui/uiprefabandres/maininterface.assetbundle,-3230073457815439338,-3640016037864683389,duihao,-7030229213176759517,1:-4466887312369507679,0,1,1,3,0,3,0.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3181984263433506984,-5165562088843493816,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3167741177895427385,1559152527801407601,im_city_qipaoup,-7030229213176759517,3:8695740265935060658,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3143727900474361853,8940009674820192755,bg_name,1242602534869556086,42:-2512321741831424404,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3136079190933229063,6791040831116842655,im_fengexian1,-7030229213176759517,1:-388399315194175388,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3133140455574619221,-795649775662129765,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3131219336529591225,-4144483053331002271,btn_queding,-7030229213176759517,8:8764589017035742242,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3101344642677866905,3590611530720235835,img_chat_type,1242602534869556086,3:939428383457414261,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3075839640443665943,1827243085730985232,vip_Btn,-7030229213176759517,1:6617065208850742552,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-3038710321681872110,8192576655427105151,p_chat_private_frame,1242602534869556086,1:-8484185493004443083,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2969179561054635192,-2124426817476755881,im_round,-7030229213176759517,1:-6190256265202697880,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2953332930320414988,9056218277616430365,im_marry,-7030229213176759517,3:-5719851173065298255,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2945541421260847895,2207864959603348708,wanfaBgImg,1242602534869556086,11:-1459155864645330874,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2927836873641068764,5152319994993745167,bg_name,1242602534869556086,42:-2512321741831424404,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2924100107472243995,-322673787570190686,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2892385714323095209,-2658753011994477791,bg_mohuzhezhao,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543
download/ui/uiprefabandres/maininterface.assetbundle,-2888862968300573746,5988687696584462687,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2884396640309802148,-3394165647235485047,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2857354203726691533,-897883130192265922,im_kai,-7030229213176759517,8:8567226860985364068,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2839062175473647141,3499657764532779060,im_zuanshi,1242602534869556086,49:-8503035858619706313,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2814333576429724238,4801344935752701794,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2793886941918989201,377483974886303981,im_qipao2,-7030229213176759517,1:8310869441475037279,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2756965401959781399,-2828307399259035329,im_xuanzhong,-7030229213176759517,1:6749817066985035250,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2737124203653672601,-5133994304638804840,im_dot1,1242602534869556086,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2706630268327034448,-5689114246445174667,im_new,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2689306520575408111,-5337793335597221878,im_bg,-7030229213176759517,11:-3144903747913858528,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2678513856486143870,3652566771521821580,im_on,-7030229213176759517,43:6122106770485819171,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2630772754144705738,4272588865162621193,im_tanhao,-7030229213176759517,3:-694878043922505322,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2614995604137759167,1186642317300914569,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2566605262846638730,6683610392345918860,btn_qinmi2,-7030229213176759517,36:-1121192961255645693,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2536948088439056370,7199497835718048788,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-2515025105980390937,-9003135665380954401,im_kuang,1242602534869556086,52:-196143430353613404,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2510648833198971117,4163637779467631735,im_guan,-7030229213176759517,8:-1026313465074516684,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2461787837605766385,-6881024946274102864,im_jiantou,-7030229213176759517,1:-3479245848778662506,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2460958000118116557,4721660477782303194,btn_show,-7030229213176759517,1:6617065208850742552,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2459354855698778542,-8883463627717033328,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2436240139892668959,-4075529403976032141,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2434523498458532451,-8898990290885223385,btn_huodong3,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-2424435308390556613,6022581869932766866,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2421869220873377537,-7846629737477320061,Image,-7030229213176759517,1:-2009262604407475877,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2406903432905320607,-3346721148305019631,bg_ditu,-7030229213176759517,3:2867491413873118259,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2389336072177252009,3184150559611327127,bg_left,-7030229213176759517,3:-3601363376496660664,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2384847573600303427,-5787253807981299558,im_suo,-7030229213176759517,1:-4306837654182738395,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2370416825419801775,-8076073487929612535,im_start5,-7030229213176759517,1:-3991815054087902777,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2323750260085667265,-525836409913160950,im_bg,-7030229213176759517,1:3767306702705834126,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2293490628143743635,-5963601350466448683,im_zhan,-7030229213176759517,1:3394737168634826602,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2287799936201730305,-7619232957690321320,im_dot1,1242602534869556086,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2278518616098223175,4283243207852275921,btn_2,-7030229213176759517,8:3133559700552656058,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2274916727848463490,-9039256611292683223,im_summonpet_red_point,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2265419327186236630,6829488236386157781,im_qipao2,-7030229213176759517,1:8310869441475037279,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2238909898973501520,3173998119988434307,bg_dibu,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47843137383461
download/ui/uiprefabandres/maininterface.assetbundle,-2236613766968438600,6344077552667837733,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-2220000196710308254,1101219234384122954,vip_img,-7030229213176759517,11:8251311572651544323,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2219860951623637247,-2281118415906927024,btn_twitter,-7030229213176759517,3:-7706873069668347874,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2212207697375711408,-8620671768359110951,Viewport,-7030229213176759517,-2320101112833093935,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2176500405352760164,-6715395340654300458,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2173674602169706185,-3727294743341852998,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2146943211257684275,-7520779847823960436,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2140743596521204027,-7191635575027083457,UIDynamicEmoj,1242602534869556086,37:9207536870799425191,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2137127841070406466,3950889423375597229,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2120868964819329346,4265394835581858097,bg_mohuzhezhao,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543
download/ui/uiprefabandres/maininterface.assetbundle,-2119541547699020289,-2573393635009129663,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2065652192317594056,4187224989358511185,im_pinzhi,1242602534869556086,1:-7300309727093083952,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2049532362747333459,-8520099605504014794,btn_fanhui,-7030229213176759517,8:-484562080628181104,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2041878281531392060,-3009231898245012876,bg_id,-7030229213176759517,1:8289117381427851916,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-2012772935962476640,-7564875847434662972,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1988026669152237002,4319461320643611867,im_qipao1,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1971414638061775417,7743674925364481481,im_zuanshi,1242602534869556086,49:-8503035858619706313,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1968605810415747571,-8456001285148347078,huodong3,-7030229213176759517,-6932470282978226757,0,0,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1963995257440390703,5647849939246485792,im_biaoqing2,-7030229213176759517,3:5528929139094226854,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1936413088072985961,-1890513336907700531,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1935487670218579073,1373380339338356711,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1911097565508627595,1585123300427872234,im_guild_can_join,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1903856431998668069,-993464654523362658,im_biaoqing1,-7030229213176759517,3:7524518653404322461,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1838885481662982991,6991431557446896173,im_redpoint_paihangbang,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1821617041637524293,-7563554791991204691,bg_bottom,-7030229213176759517,3:756411931416565193,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1810340625399635441,8513590110523169630,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1771049882607789552,3355482403989544323,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1752025233129420911,4525016035114622996,bg_name,1242602534869556086,42:-2512321741831424404,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1744563781519517565,-315880345680674031,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1687441877987993338,589670176440154911,btn_zhi,1242602534869556086,1:-1067481106314980267,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1683266685862022861,-6447261793476906323,Image,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1682977432946346443,-1283192572522691751,im_bg,-7030229213176759517,3:5824713348573507194,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1623918045402803855,-3165626720501301004,btn_4,-7030229213176759517,8:3133559700552656058,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1606525710165326165,4063524729126185827,im_num,1242602534869556086,3:-5488880583490615113,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1587371834968192790,-8429245019949955717,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1582874718187819311,-9039795633778057701,bg_ditu,-7030229213176759517,3:-3583236969578776251,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1579990182536944354,-8785457446254460112,btn_yueka,-7030229213176759517,1:-677092740074379320,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1576395101777300176,5893478712417956079,haoyou_Btn,-7030229213176759517,1:6617065208850742552,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1567028427549845184,-8321253577145861072,btn_act,-7030229213176759517,38861690050489314,0,1,1,1,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1559250971338821949,1118910439764084921,btn_watch2,-7030229213176759517,36:-2316428109377570394,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1545295570715776381,7791351275841202806,Checkmark,-7030229213176759517,1:-4466887312369507679,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1544250520636456244,-1600351394110326041,img_lordCityJueSe,1242602534869556086,55:-1492906144984628343,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1529083513936663450,-892895548910635947,im_zuanshi,-7030229213176759517,56:-6365627366981504439,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1516618213028142378,654843671347440281,im_qipao1,-7030229213176759517,0,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1500663883483490197,-3186445798156127389,im_renwu,-7030229213176759517,3:-1041228431721065888,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1476704404442764361,7637504265638796607,bg,-7030229213176759517,3:-1725140174272729550,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1465252343570549272,-6642008622637010869,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1370030021113745368,3783810500617380399,im_mask,-7030229213176759517,1:-8484185493004443083,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1365991919442385799,9124482596096422337,world_node_red,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1364502746237872530,-4855954371585025328,im_on,-7030229213176759517,8:-7899464630413152552,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1331278236805827576,5839311101159935570,bg_set1,-7030229213176759517,1:8289117381427851916,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1301974848884523060,3561293188082009530,btn_yong,1242602534869556086,1:-8293478572013158366,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1292115215269399153,-801310222755141030,warn_item4,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1285439690034618872,6741713413702662496,btn_watch,-7030229213176759517,3:5510683100060474695,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1282145590638631053,-7923721367020523641,bg_jingyan,-7030229213176759517,3:1851244188149330881,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1256326744927480006,7152930532940946717,btn_mail,-7030229213176759517,40:-2882409615728042461,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1252853103875568119,-8956828129299704961,bg_mohuzhezhao,-7030229213176759517,0,0,0,1,0,0,4,1.0,0.0,0.0,0.0,0.47058823704719543
download/ui/uiprefabandres/maininterface.assetbundle,-1188535101914978246,5231061308159880531,inputIntroduce,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1127760866833553556,-3558861928339686956,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1121613975574473454,-4533368459192300147,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1117654985532326827,-239185381017915766,bg_ditu2,-7030229213176759517,34:-386543847492548881,0,0,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1110544102295980869,7326935424385221909,boxcollider,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,0.0
download/ui/uiprefabandres/maininterface.assetbundle,-1091336664416765208,-4195932388162641461,festival,-7030229213176759517,50:-6439702806593626054,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1068966952418876992,-888152145315544080,im_kuang,1242602534869556086,52:-196143430353613404,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1059728901715452763,3029894989029563512,bg_shiyongzhong,-7030229213176759517,3:-4002666216693832454,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-1019514743764280332,1147198907864261270,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-964655915690361615,416711017490549077,RedDot,-7030229213176759517,1:523894093744659759,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-963002269211627001,8946326056045682506,im_tanhao,-7030229213176759517,3:-5523981994665313114,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-959109504183492540,747809856901081716,img_bg,-7030229213176759517,1:-5685830243272627830,0,1,1,1,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-946746384458917587,7869267724232190796,im_dot,-7030229213176759517,1:-2271749065223651739,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-943320519109181104,8671488438149913172,im_bg,-7030229213176759517,1:-1182126779076344239,0,0,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-925231319159733560,-7841487690555546309,Image,-7030229213176759517,1:-6980311131489784293,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
download/ui/uiprefabandres/maininterface.assetbundle,-892850354447325417,-1901157414075168640,im_qipao2,-7030229213176759517,0,0,1,1,0,0,4,1.0,1.0,1.0,1.0,1.0
