local e=
{
ByIdx={
{10601001,1002,"哇！是大海呀——~","わあ！海だ～～～～！","","와! 바다당~","わあ！海だ～～～～！",0,0,"","","","","","","","","",""},
{10603036,1001,"嘘！小心别被她听到了，我知道这个人哦，很恐怖的！（小声）","しっ！彼女に聞かれないように気をつけてください、この方、本当はとても怖いんですよ！（小声）","","네에?! 누가 오해라고 하면 어쩌려구요?!(소근소근)","しっ！彼女に聞かれないように気をつけてください、この方、本当はとても怖いんですよ！（小声）",0,0,"","","","","","","","","",""},
{10603037,1060,"你们在嘀咕什么呢？","あなたたち、何をひそひそ話しておるのだ？","","지금 다들 뭐라고 중얼거리는 거야?","あなたたち、何をひそひそ話しておるのだ？",0,0,"","","","","","","","","",""},
{10603038,999,"咳！既然你的目的达到了，那应该没我们什么事了吧？","ゴホン！お前の目的が達成された以上、わしらもそろそろ…","","크흠, 아무튼! 도와줬으니깐 이제 우리는 그만 빠져도 되겠지?","ゴホン！お前の目的が達成された以上、わしらもそろそろ…",0,0,"","","","","","","","","",""},
{10603039,1060,"虽然我和关羽小姐的关系的确拉近了不少，但我总觉得还是缺了些什么！","確かにわしと関羽さんの距離はかなり近づいてきたが、まだ何か欠けているような気がするんだ！","","... 가까워진 건 확실하지만. \r\n... 그래도 아직 뭔가 부족해!","確かにわしと関羽さんの距離はかなり近づいてきたが、まだ何か欠けているような気がするんだ！",31060311,31060312,"好吧，既然答应了，那帮人帮到底。","","","좋아. 끝까지 책임지고 도와줄게!","わかった、やるって決めたからには、最後まで手伝おう。","所以还是要继续跑腿咯？","","","언제까지 심부름을 시킬 생각이야...?","じゃあ、まだなにか手伝ってほしいのか？"},
{10603040,1060,"还得麻烦{PlayerName}阁下呢~","{PlayerName}にまたお願いしたい。","","{PlayerName}님, 다시 잘 부탁할게.","{PlayerName}にまたお願いしたい。",0,0,"","","","","","","","","",""},
{10603041,1060,"事成之后，曹某必有重谢！","この件が終わったら、わしは必ず感謝の気持ちをこめてお礼をするぞ！","","일이 잘 성사가 된다면 이 은혜 절대 잊지 않을게!","この件が終わったら、わしは必ず感謝の気持ちをこめてお礼をするぞ！",0,0,"","","","","","","","","",""},
{10603042,999,"那你觉得是缺了什么呢？","じゃあ、何が欠けていると思うのじゃ？","","그래서... 부족하다는 게 뭔데?","じゃあ、何が欠けていると思うのじゃ？",0,0,"","","","","","","","","",""},
{10603043,1060,"嗯，我想想……","ああ、ちょっと考えさせてくれ……","","음...","ああ、ちょっと考えさせてくれ……",0,0,"","","","","","","","","",""},
{10603044,1060,"啊！我知道了！威严，是领导的威严啊！","む！わかったぞ！威厳、リーダーとしての威厳だ！","","아...! 알겠다! 과인의... 리더의 위엄이 관우에게 아직 각인되지 않았어!","む！わかったぞ！威厳、リーダーとしての威厳だ！",0,0,"","","","","","","","","",""},
{10603045,1060,"无论是荒山中的相遇，还是刚才的游泳。我和关羽小姐的接触中，表现出的都是狼狈的一面！","荒山での出会いも、さっきの水泳も。わしと関羽さんの間では、惨めな姿しか見せられておらんのだ！","","지금까지... 모두 관우가 이 과인을 구해주기만 했잖아!","荒山での出会いも、さっきの水泳も。わしと関羽さんの間では、惨めな姿しか見せられておらんのだ！",0,0,"","","","","","","","","",""},
{10603046,999,"嗯嗯，是这么一回事。","うんうん、そうじゃな。","","음... 듣고보니 그렇네...","うんうん、そうじゃな。",0,0,"","","","","","","","","",""},
{10603047,1060,"你们想啊，作为一名优秀的领导，能带给下属最重要的是什么呢？","素晴らしいリーダーとして、部下にもたらすことができる最も重要なものは何だと思う？","","자, 그러면 내가 관우에게 줄 수 있는 건 뭐가 있을까?","素晴らしいリーダーとして、部下にもたらすことができる最も重要なものは何だと思う？",0,0,"","","","","","","","","",""},
{10603048,1008,"这题我会！是高工资！","わかります！高給です！","","정답! 돈!","わかります！高給です！",0,0,"","","","","","","","","",""},
{10603049,1060,"咳——","ゴホン――","","에...??!","ゴホン――",0,0,"","","","","","","","","",""},
{10603050,1060,"嗯，高工资固然重要，但还有件事更重要，那就是安全感！","ああ、高い給料も大事だが、もっと重要なことがある。それは「安心感」だ！","","월급도 중요하긴 하지만... 더 중요한 건...! 바로 안정감...!","ああ、高い給料も大事だが、もっと重要なことがある。それは「安心感」だ！",0,0,"","","","","","","","","",""},
{10603051,1060,"如果连安全感都没有，就算拿着高工资，你也会害怕领导随时卷钱跑路对吧？","安心感がなければ、高い給料をもらっていたとしても、上司がいつお金を持って逃げ出すかわからず怖いだろう？","","자신이 따르는 군주가 불안해 보인다면... \r\n아무리 돈을 많이 줘도 진정한 신뢰를 얻기 힘들겠지?","安心感がなければ、高い給料をもらっていたとしても、上司がいつお金を持って逃げ出すかわからず怖いだろう？",0,0,"","","","","","","","","",""},
{10603052,1001,"好，好现实的话题呢……","わぁ、現実的な話ですね……","","음... 맞는 말인 거 같아요.","わぁ、現実的な話ですね……",0,0,"","","","","","","","","",""},
{10603053,1060,"但从我与关羽小姐的互动来看，缺乏的正是安全感！毕竟谁会从屡次被自己救的人那里获取安全感呢！","しかし、わしと関羽さんのやり取りを見る限りでは、安心感が欠けておる！何度も自分に救われた人から安心感を得るなんてこと、あると思うか！","","관우에게 너무 약한 모습만 보여줬어.\r\n그래서 관우는 날 믿지 못하는 거야!","しかし、わしと関羽さんのやり取りを見る限りでは、安心感が欠けておる！何度も自分に救われた人から安心感を得るなんてこと、あると思うか！",0,0,"","","","","","","","","",""},
{10603054,1060,"这样下去，即使我和关羽小姐关系再亲密，心灵再想通，也不过是普通的友人关系罢了。","このままでは、いくら関羽さんと親しくなっても心が通じても、ただの友達にしかなれん。","","아무리 친해져도... 아무리 마음이 통한대도... \r\n그냥 딱 거기까지. 더 깊은 사이가 될 수 없어!","このままでは、いくら関羽さんと親しくなっても心が通じても、ただの友達にしかなれん。",0,0,"","","","","","","","","",""},
{10603055,1060,"这绝非曹某所愿，我想要的只是对方能死心塌地为我卖命而已呀！","わしの望みはそんなものではない。わしは、相手がわしのために必死になってくれるような関係を求めておるのだ。","","이건 과인이 원하는 것이 아니야. \r\n내가 원하는 건 관우가 이 과인을 위해 목숨까지 바칠 수 있어야해!","わしの望みはそんなものではない。わしは、相手がわしのために必死になってくれるような関係を求めておるのだ。",0,0,"","","","","","","","","",""},
{10603056,999,"……真想给你一刀啊！","……酷いやつじゃな！","","... 이거 완전 양아치 아니야?!","……酷いやつじゃな！",0,0,"","","","","","","","","",""},
{10603057,1060,"咳，诚实是曹某为数不多的一个缺点。","ゴホン、正直さはわしの数少ない欠点の一つだ。","","... 그게 당연한 도리 아닌가?","ゴホン、正直さはわしの数少ない欠点の一つだ。",0,0,"","","","","","","","","",""},
{10603058,1060,"总之！接下来我要扭转关羽小姐心中我的形象，变成一个可靠的能给予安全感的人。","とにかく！これからは関羽さんの心の中にあるわしのイメージを変え、信頼できて安心感を与える存在になりたいのだ。","","아무튼! \r\n이번에는 과인을 아주 믿음직스럽고 안정감을 줄 수 있는 사람이라고 생각을 바꾸게 만들 거야!","とにかく！これからは関羽さんの心の中にあるわしのイメージを変え、信頼できて安心感を与える存在になりたいのだ。",0,0,"","","","","","","","","",""},
{10603059,1060,"不知{PlayerName}所说的“动画”里，有没有什么好的办法？","{PlayerName}が言っていた「アニメ」には、何かいい方法はないか？","","{PlayerName}님, 네가 말한 그 만화에서 이럴 때 어떻게 한데?","{PlayerName}が言っていた「アニメ」には、何かいい方法はないか？",0,0,"","","","","","","","","",""},
{10603060,0,"{PlayerName}思考片刻，给出了答案。","{PlayerName}はしばらく考えてから、答えを出した。","","잠시 고민하다 {PlayerName}님이 말했다.","{PlayerName}はしばらく考えてから、答えを出した。",0,0,"","","","","","","","","",""},
{10603061,1060,"妙哇！真是太妙了！","すばらしい！本当に素晴らしい！","","와아... 정말 대단한 생각이야!","すばらしい！本当に素晴らしい！",0,0,"","","","","","","","","",""},
{10603062,1060,"所谓英雄救美，的确是个能增加安全感的好办法呢！","「英雄美女を救う」、これは確かに安心感を高める良い方法だ！","","영웅이 미인을 구한다라...! \r\n확실히 과인에 대한 생각을 바꿀 수 있을 거야!","「英雄美女を救う」、これは確かに安心感を高める良い方法だ！",0,0,"","","","","","","","","",""},
{10603063,1060,"危难之际，我挺身而出打跑敌人，关羽小姐肯定会对我刮目相看！","いざという時にわしが立ち上がって敵を撃退すれば、関羽さんはきっとわしを見直してくれるだろう！","","관우가 위험에 처할 때 과인이 나서서 구한다라...!","いざという時にわしが立ち上がって敵を撃退すれば、関羽さんはきっとわしを見直してくれるだろう！",0,0,"","","","","","","","","",""},
{10603064,1060,"但这个完美的想法还有个小小的漏洞，那就是上哪去找能威胁到关羽小姐，又能被我打败的敌人呢？","しかし、この完璧な考えには小さな欠点がある。関羽さんを脅かし、わしに負かされる敵はどこにおるのだ。","","잠깐... 근데 어디서 관우를 위협할 만한 적을 찾을 수 있을까...?","しかし、この完璧な考えには小さな欠点がある。関羽さんを脅かし、わしに負かされる敵はどこにおるのだ。",0,0,"","","","","","","","","",""},
{10603065,999,"没有敌人，那就创造出“敌人”咯~","敵がいなければ、「敵」を作ればよいじゃろ～。","","없다면 만들어야지~","敵がいなければ、「敵」を作ればよいじゃろ～。",0,0,"","","","","","","","","",""},
{10603066,1060,"哦？","ほぅ？","","오?","ほぅ？",0,0,"","","","","","","","","",""},
{10603067,1060,"哦~啊！原来如此，曹某明白了，嘿嘿嘿——","ああ！なるほど、わかったぞ、へへへ――","","오~ 역시~ 알았어!","ああ！なるほど、わかったぞ、へへへ――",0,0,"","","","","","","","","",""},
{10603068,999,"嘿嘿嘿——","へへへ――","","후후훗~","へへへ――",0,0,"","","","","","","","","",""},
{10603069,0,"曹操与天照对视一眼，同时发出奸诈的笑容，让茶茶三人起了一身鸡皮疙瘩。","曹操とアマテラスは目を合わせると同時に狡猾な笑みを浮かべ、茶々たち三人に鳥肌を立たせた。","","조조와 아마테라스는 서로를 바라보며 음흉한 미소를 지었고, 일행들은 뭔가 모르게 소름이 끼쳤다.","曹操とアマテラスは目を合わせると同時に狡猾な笑みを浮かべ、茶々たち三人に鳥肌を立たせた。",0,0,"","","","","","","","","",""},
{10604001,0,"第二天，曹操再次邀请关羽到海边去玩。","","","다음 날. 조조는 다시 관우를 바닷가로 불러냈다.","翌日、曹操は再び関羽を海へ誘った。",0,0,"","","","","","","","","",""},
{10604002,1054,"我清晨沐浴回来后，发现放在房间里的武器不见了，不知曹操大人可有头绪？","","","새벽에 목욕을 하고 나와서 보니 방에 있던 제 무기가 사라졌습니다.\r\n혹시 조조 대인님께서는 아시는 게 있으실까요?","朝シャワーを浴びて戻ったら部屋に置いてあった武器がなくなっていたのですが、曹操様はなにか心当たりはありませんか？",0,0,"","","","","","","","","",""},
{10604003,1060,"哦，那个呀，我让旅馆的小厮将你的武器拿去保养了。","","","아, 그게... 부하한테 대장간에 가서 무기를 좀 봐달라고 했어.","ああ、あれか。わしがホテルのスタッフに頼んで、手入れするためにもっていかせたぞ。",0,0,"","","","","","","","","",""},
{10604004,1060,"这里毕竟是度假胜地，拿着个武器走总是会让人不安嘛~我听说有个武器店口碑不错，于是便自作了主张。","","","그리고 놀러왔는데 무기가 왜 필요하겠어~ \r\n이곳의 대장간 실력은 천하제일이라구.","ここはリゾート地だし、武器を持って歩くのは不安だろう。評判のいい武器屋を知っておるから、勝手に決めておいたぞ。",0,0,"","","","","","","","","",""},
{10604005,1060,"希望关羽小姐不要介意才是。","","","그러니깐 관우도 개의치 않아 했으면 좋겠는데.","気にしないでくれ、関羽さん。",0,0,"","","","","","","","","",""},
{10604006,1054,"哪里哪里，如果早知是曹操大人所为，我也不多此一问了。","","","아, 네... \r\n조조 님께서 하신 일인 줄 알았다면 물어보지도 않았을 거예요.","ああ、いいえ、曹操様の仕業だとわかれば、これ以上はききません。",0,0,"","","","","","","","","",""},
{10604007,1054,"只是关某一介武夫，身边没有武器傍身多少有些不自在呢。","","","무사로써 항상 지니고 있던 무기가 없으니 불안하네요.","しかし、吾は武士ですから、武器がないと少し落ち着かないんです。",0,0,"","","","","","","","","",""},
{10604008,1060,"哈哈，关羽小姐就放心吧，这里很安全，没人会在这里闹事的。","","","하하핫... 걱정마! 여긴 안전해!","ははは、安心してくれ関羽さん。ここは安全よ。誰もここでは騒ぎを起こせないよ。",0,0,"","","","","","","","","",""},
{10604009,0,"曹操话音未落，一个不和谐的声音插了进来。","","","조조의 말이 끝나기가 무섭게 누군가 나타났다.","曹操の話が終わらないうちに、汚い声が割り込んできた。",0,0,"","","","","","","","","",""},
{10604010,2005,"哇呀呀呀呀呀呀~~~呔！站住！","","","어이~~~ 거기 둘~~~!!!","ぐははははは、止まれ！",0,0,"","","","","","","","","",""},
{10604011,2005,"此山是我开，此路是我栽，要想——","","","이 산에 마음대로 들어오다......!","この山も、この道も俺のものだ！ここを——",0,0,"","","","","","","","","",""},
{10604012,0,"啪！（音效）","","","퍽ㅡ!","バチン！",0,0,"","","","","","","","","",""},
{10604013,2006,"蠢货！这里哪来的山！","","","바보야! 여기에 산이 어딧어...!","バカ！山なんてねぇだろ！",0,0,"","","","","","","","","",""},
{10604014,2006,"咳……哇卡卡卡，没想到这穷乡僻壤的地方，居然有这么漂亮的两位小妞~","","","아... 하하하! \r\n크흠...! 아무튼 이런 곳에 겁도 없이 들어오다니~","ゴホン……ぐはは、こんな辺鄙なところに、こんなきれいな女の子がいるとはなぁ～。",0,0,"","","","","","","","","",""},
{10604015,2006,"小的们，把这两个小妞拿下去献给大王！","","","얘들아! 이 아가씨들을 대장에게 데려가라!","お前ら、この2人を担いでいけ！",0,0,"","","","","","","","","",""},
{10604016,1054,"……这就是你说的很安全么？","","","... 방금 안전하다고 하지 않으셨나요?","……さっき安全って言いましたよね？",0,0,"","","","","","","","","",""},
{10604017,1060,"这大概就是所谓的世事难料吧，谁能想到一个度假海滩居然会有这么多强盗呢？","","","으음... 세상일이라는 게 마음대로 되지 않네.\r\n이런 휴양지에도 산적들이 있을 줄이야~","世の中、予測がつかないことが多いのう。リゾートのビーチにこんなに強盗がいるとはな？",0,0,"","","","","","","","","",""},
{10604018,1060,"不过不必担心！有我在，必不会让这等恶人伤害关羽小姐！","","","하지만 걱정마! 과인이 관우를 지켜줄게!","だが心配する必要はない！わしがいれば、こんな悪人に関羽さんを傷つけさせはしない！",0,0,"","","","","","","","","",""},
{10604019,1054,"啊，我倒是没有多担心啦……","","","... 걱정하지는 않았습니다.","いや、べつに心配はしていないが……",0,0,"","","","","","","","","",""},
{10604020,1060,"哼！你们这些歹人难道想光天化日强抢民女么！真是胆大包天！","","","거기~! 이런 휴양지에서 겁도 없이! 과인이 누구인 줄 알고!","ふん！よくもまあ、お前ら、白昼堂々女を襲うなんて！",0,0,"","","","","","","","","",""},
{10604021,1060,"我劝你们还是速速离去，否则待会儿伤筋动骨可不是好受的！","","","지금 기회를 줄 때 떠나거라. \r\n그렇지 않으면... 뼈도 추리지 못하게 만들어 줄테니...!","さっさと立ち去れ。さもないと大怪我をするぞ！",0,0,"","","","","","","","","",""},
{10604022,2005,"哈哈哈，可笑！你以为你这样气宇轩昂、一身正气的人，我们就会怕了么！","","","풋! 대단한 사람 납셨네요~ 하나도 무섭지 않은데?!","ハハハ、笑っちまうぜ！お前のような、堂々とした奴でも俺らを怖がるんだな。",0,0,"","","","","","","","","",""},
{10604023,2005,"旁边那个姑娘，你这同伴果真是一表人才、虎胆龙威呢！这时候挺身而出，想必你在她心里很重要吧！","","","그 옆에 있는 아가씨가 당신에게 아주 중요한 사람인가보군?!","その隣の娘、お前の仲間は本当に有能で、勇ましいなあ！こんなタイミングで立ち上がってくれて、彼女はきっとお前のことを大切に思っているんだろうな！",0,0,"","","","","","","","","",""},
{10604024,2005,"虽然我们已经在这位小姐堂皇正大的气场下自惭形秽，羞愧难当，但你们还是乖乖跟我们走吧！哇卡卡卡！","","","순순히 우리와 함께 가지 않으면... 우리 대장님이 아주 크게 혼내줄 거야~~~ 흐흐흐!","俺らはすでにこのお嬢さんの堂々とした雰囲気のせいで恥ずかしくてたまらないが、お前たちはおとなしく俺らに着いてこい！ぐはははは！",0,0,"","","","","","","","","",""},
{10604025,1054,"……哈？","","","…… 하?","……は？",0,0,"","","","","","","","","",""},
{10604026,0,"与此同时，不远处。","","","그와 동시에 멀지 않은 곳에서.","一方そのころ、そう遠くない場所。",0,0,"","","","","","","","","",""},
{10604027,999,"这些家伙你从哪找来的？","","","저 녀석들은 어디서 구한 거야?","こいつら、いったいどこから探してきたのじゃ？",0,0,"","","","","","","","","",""},
{10604028,1008,"就是从附近雇的呀，我听说他们生意老好了，专门给情侣们演英雄救美的戏码，都是有口皆碑的老戏骨呢！","","","여기 근처에서 구했어요.\r\n썸타는 여자가 있을 때, 남자들이 많이 찾는 극단 배우들이래요~!","近くで雇ったんですよ。彼らの芝居、よく売れてるんですよ。英雄が美女を救う芝居ができるってカップルに評判で、みんな評判の良いベテランです！",0,0,"","","","","","","","","",""},
{10604029,999,"呃呃……","","","아아...","はぁ……",0,0,"","","","","","","","","",""},
{10604030,0,"当“强盗”们还在念着台词时，关羽一把将尬演的曹操拉到后面，一步一步走了过去。","","","배우들이 대사를 말하고 있을 때, 관우는 조조의 손을 잡고 그들에게 다가갔다.","「強盗」たちがまだセリフを読んでいるうちに、関羽は自分勝手にお芝居している曹操を後ろに引っ張って、一歩ずつ強盗の前に歩いていった。",0,0,"","","","","","","","","",""},
{10604031,2005,"嚯嚯，不但不害怕，还向我们走过来么！","","","어허이...?! 겁도 없이 다가오다니?!","はは、怖くないのか、俺ら向かって歩いてきたぞ！",0,0,"","","","","","","","","",""},
{10604032,2005,"看来要给你一个深刻的教训呢！","","","대장님의 몽둥이로 혼나봐야지 정신차리지?!","どうやら、教えてやる必要があるようだなあ！",0,0,"","","","","","","","","",""},
{10604033,2005,"呃，那个，你表情干嘛那么吓人啊……","","","... 어... 저... 저기...표, 표정 풀어...!","くっ、なんなんだ、怖い顔をして……",0,0,"","","","","","","","","",""},
{10604034,2005,"欸！你你，停一下，不要再过来了！","","","윽! 너, 너희들! 오, 오지마!","なっ！ちょ、ちょっと待て、これ以上来るな！",0,0,"","","","","","","","","",""},
{10604035,2005,"啊——！！！！","","","으아아아악ㅡ!!!","あーーー！！！！！",0,0,"","","","","","","","","",""},
{10604036,0,"击打的音效","","","퍼억!","パーン！",0,0,"","","","","","","","","",""},
{10604037,2005,"好，好可怕的女人！这钱咱们不要了，呜呜呜，快跑啊！","","","에라이...! 수고비는 안 받을게! 으윽... 야야, 그만 가자!","お、恐ろしい女だ！金はいらねぇ！うう、逃げろ！",0,0,"","","","","","","","","",""},
{10604038,1054,"躲在那里的几个，别藏了，出来吧。","","","거기... 다들 나오세요.","そこに隠れている者、もういいから出てきなさい。",0,0,"","","","","","","","","",""},
{10604039,999,"啊，被发现了——","","","아하하... 들켜 버렸네ㅡ","あぁ、ばれたーー",0,0,"","","","","","","","","",""},
{10604040,1054,"这些都是你们搞的鬼吧，说吧，你们想干什么。","","","지금 뭐 하시는 거죠?","全部あなたたちの仕業でしょう！言いなさい！何がしたいのですか！",0,0,"","","","","","","","","",""},
{10604041,0,"几人和曹操面面相觑，还是将事情原委和盘托出。","","","사람들은 조조의 눈치를 한번씩 살피며 관우에게 자조치종 설명하기 시작했다.","みんなは曹操と顔を見合わせ、事情を全て話し始めた。",0,0,"","","","","","","","","",""},
{10604042,1060,"唉，这一切都是我做的，{PlayerName}他们只是在我的请求下配合演出。","","","... 과인이 다 꾸민 거야. \r\n{PlayerName}님은 내 부탁을 들어줬을 뿐...","ああ、これはすべてわしがやったのだ。{PlayerName}たちはわしの要求に応じて動いただけだ。",0,0,"","","","","","","","","",""},
{10604043,1060,"关羽小姐，我是真心很欣赏你的才能！","","","... 사실은 이 과인이... 관우 네가 너무 마음에 들어!","関羽さん、わしはあなたの才能を心から愛しているのだ。",0,0,"","","","","","","","","",""},
{10604044,1054,"既然想招揽我，为何一开始不直接说清楚呢？还绕这么大一个圈子。","","","... 그런 거라면 저한테 말씀하시지 그랬어요.\r\n왜 이런 짓까지 꾸며서...","吾を招きたいなら、なぜ最初に直接言わなかったのですか。こんなに回りくどい…",0,0,"","","","","","","","","",""},
{10604045,1060,"那关羽小姐愿意到我麾下做事么！","","","... 네 말은... 과인 밑으로 들어오겠다는 거야?!","じゃあ、関羽さんはわしの所で働きたいのか！",0,0,"","","","","","","","","",""},
{10604046,1054,"我拒绝。","","","아니요.","お断りです。",0,0,"","","","","","","","","",""},
{10604047,1060,"啊……","","","아...","あ……",0,0,"","","","","","","","","",""},
{10604048,1054,"关某虽不才，也知忠义二字，倘若我因为曹操大人的招揽而抛弃旧主，你又焉知我日后不会因他人的招揽而背弃你？","","","... 제가 만약 조조 님의 권유로 군주를 배신한다면. \r\n제가 조조 님을 배신하지 않을 거라는 걸 믿으시겠습니까?","吾は才能はありませんが、忠義を知っています。もし私が曹操様の誘いで今の主を裏切るなら、今後、私が他人の誘いであなたを裏切ることがないと、どうしてわかるのですか？",0,0,"","","","","","","","","",""},
{10604049,1060,"这……","","","아... 아...","それは……",0,0,"","","","","","","","","",""},
{10604050,1054,"不过，往日里常听闻一些关于曹操大人的事，这几日相处下来，却觉得与传闻中有些不尽相同呢。","","","... 물론 처음에는 조조 님에 대해 오해는 있었습니다.\r\n하지만 며칠 같이 지내다 보니 그게 다 사실이 아니었다는 걸 알았습니다.","しかし、昔は曹操様のことをよく耳にしましたが、ここ数日の付き合いで、噂とは少し違うような気がしています。",0,0,"","","","","","","","","",""},
{10604051,1054,"若非现实因素，关某亦想与曹操大人结交一番。","","","그러니... 부하가 아닌 친구가 되어드릴 수는 있습니다.","現実の事情でなければ、吾も曹操様と友達になりたいと思っていますよ。",0,0,"","","","","","","","","",""},
{10604052,1060,"唉，我明白了。能得关羽小姐这样的人相助，曹某真是羡慕刘备小姐啊。","","","아아... 그렇게 말해줘서 고마워. \r\n과인은... 관우의 신뢰를 받고 있는데 유비가... 참 부럽네...","ああ、残念だがわかった。関羽さんのような人に助けられて、わしは劉備さんのことがうらやましいよ。",0,0,"","","","","","","","","",""},
{10604053,1060,"既然关羽小姐如此重情重义，曹某也不再强求。","","","관우의 충심... 잘 알았어. 더 이상 강요하지 않을게...","関羽さんがこれほど義理を重んじている以上、わしもこれ以上無理強いはしない。",0,0,"","","","","","","","","",""},
{10604054,1060,"之前承诺为你寻找刘备小姐她们的行迹，其实昨天已经有探子回报了。","","","사실... 유비의 흔적을 찾았어.","以前、劉備さんたちの行方を探すと約束したが、実は昨日すでに情報があったのだ。",0,0,"","","","","","","","","",""},
{10604055,1060,"关羽小姐需要的话，我立即让人为你备上好马，让你去寻找你那两位姐妹。","","","만약 과인을 정말로 친구로 생각한다면... 내 도움을 받고 유비를 찾아가도록 해.","関羽さんが必要とするなら、わしがすぐに良い馬を用意させて、その姉妹を探しに行かせるよ。",0,0,"","","","","","","","","",""},
{10604056,1054,"……曹操大人之情义，关某没齿难忘！","","","... 조조 님의 은혜... 관우는 평생 잊지 않을 거예요...!","……曹操様の優しさを、吾は決して忘れません！",0,0,"","","","","","","","","",""},
{10604057,1060,"哈哈，你我相识一场，虽没有君臣之缘，但也算是一段缘分呢。","","","관우가 괜찮다면... 친구... 그 이상의 인연이 되었으면 좋겠어.","へへ、あなたとわしの間に君臣の縁はないが、それとは別の縁がありそうだね。",0,0,"","","","","","","","","",""},
{10604058,1060,"我希望关羽小姐记得，无论任何时候，我这里的大门永远为你敞开。","","","관우 널 위한 이 과인의 문은 항상 열려있으니깐...\r\n언제든 돌아와...","関羽さん、覚えておいてほしい。いつでもどんな時でも、わしの所の門は永遠にあなたのために開かれているということを。",0,0,"","","","","","","","","",""},
{10604059,1054,"多谢曹操大人厚爱，关某也会记得这几日的情谊。","","","정말... 감사합니다.\r\n이 관우... 조조 님의 진심... 영원히 기억하겠습니다.","曹操様のご厚愛に感謝します。ここ数日の情義は忘れません。",0,0,"","","","","","","","","",""},
{10604060,1054,"只希望日后不要在……罢了罢了，曹操大人，{PlayerName}，还有各位！关某归心似箭，这就告辞了！","","","그럼... 조조 님, {PlayerName} 님, 그리고 여러분! \r\n... 전 이만 돌아가보도록 할게요!","今後は戦……いえ、なんでもありません。曹操様、{PlayerName}、そして皆さん！吾の帰心は矢のごとしです、これで失礼します！",0,0,"","","","","","","","","",""},
{10604061,999,"结果还是走了啊……","","","결국... 떠나버렸네...","結局行ってしまったのう……",0,0,"","","","","","","","","",""},
{10604062,999,"这算是好结局还是坏结局？","","","해피 엔딩일까... 새드 엔딩일까...","これは良い結末なのか、それとも悪い結末なのか。",0,0,"","","","","","","","","",""},
{10604063,1060,"这世间许多事，又有多少能以好坏区分呢？今日的坏事，说不定能成就日后的好事，反之亦然。","","","세상에는 어찌 모든 것을 이분법적으로 나눌 수 있겠어?\r\n오늘의 슬픔이 내일의 기쁨으로 돌아올 거라 생각해.","世の中に、善し悪しで区別できることがどれほどあるだろうか。今日の悪いことは、将来の良いことを成し遂げることに繋がるかもしれないし、逆も然りだ。",0,0,"","","","","","","","","",""},
{10604064,1002,"好深奥哦……","","","어른들의 세계는 심오행...","奥が深いね……",0,0,"","","","","","","","","",""},
{10604065,1060,"哈哈，说起来，各位来这里度假，却被曹某的事给绊住许久呢，曹某甚是惭愧！","","","후훗... 그나저나 과인을 도와준다고 휴가를 제대로 즐기지도 못했겠네...! \r\n정말 미안해!","ハハ。そういえば、みんなはここに休暇を過ごしに来たのに、わしのことで長いこと邪魔してしまった。実に申し訳ない！",0,0,"","","","","","","","","",""},
{10604066,1060,"不放这几日就由我来陪各位好好尽情玩耍一番吧。","","","남은 일정은 과인에게 맡겨줘! 최고로 모실게~!","しばらく、わしもみんなと一緒に楽しく遊ぼう！",0,0,"","","","","","","","","",""},
{10604067,999,"你倒是心态挺好……不对！你这家伙，不会是又想来挖老身的墙角吧！","","","... 설마... 우리 중에 또 스카우트하고 싶은 사람이 있는 거 아니지...?","調子がよいのう……じゃなくて！お前、まさかまたスカウトするつもりか！",0,0,"","","","","","","","","",""},
{10604068,1060,"呵呵，曹某求贤若渴，对{PlayerName}阁下这异世来的救世者也十分欣赏呢~","","","우후훗... 과인은 모든 사람에게 열려있어.\r\n특히... 만화라는 것을 좋아하는{PlayerName}님이라면 더더욱?","へへ、わしはいつもすぐれた人材を求めておる。{PlayerName}閣下のような、異世界から来た救世者もいいのう～。",0,0,"","","","","","","","","",""},
{10604069,999,"老身就知道！小子，咱们快走！回清州城啦！","","","흐이이익?! 내가 그럴 줄 알았어! \r\n이제 그냥 다들 청주성으로 돌아가자!","やはり！小僧、行くぞ！清州城に帰るのじゃ！",0,0,"","","","","","","","","",""},
{10604070,1060,"哎呀，别那么急嘛，这里还有很多好玩的东西哟~","","","에이~ 왜 그래? \r\n과인은 이제 좀 이곳에서 재밌어지려고 하는데~?","おや、そんなに急ぐことはないだろう。ここには面白いものがたくさんあるぞ～。",0,0,"","","","","","","","","",""},
{10604071,0,"显然，关羽夏日海滩与撬墙角的故事，还远远没有到结束的时候呢~","","","여름 휴양지에서 조조 님의 스카우트 이야기는 끝나지 않은 것 같다.","夏のビーチとスカウトのお話は、まだまだ終わらないようだ。",0,0,"","","","","","","","","",""}
},
Len=280
}
return e 
