time,motion_all,motion_top,motion_center,motion_bottom_hud,motion_right_rail,bright_ratio,dark_ratio
359.71,0.018184,0.002419,0.024349,0.020046,0.014717,0.003683,0.040476
360.22,0.029433,0.002317,0.036562,0.043907,0.014215,0.004139,0.040374
360.73,0.019089,0.002736,0.032696,0.00735,0.014832,0.004278,0.039946
361.23,0.029754,0.009306,0.031829,0.048818,0.013106,0.0133,0.031799
361.74,0.219926,0.300033,0.206032,0.163647,0.216199,0.003153,0.127632
362.24,0.046293,0.002053,0.089772,0.014489,0.001049,0.004074,0.104269
362.75,0.05899,0.009124,0.108659,0.025009,0.004425,0.002623,0.127018
363.26,0.052877,0.006234,0.088058,0.044694,0.000549,0.002158,0.127046
363.76,0.02841,0.003615,0.039781,0.039447,0.001854,0.00372,0.128497
364.27,0.046634,0.01215,0.075093,0.038069,0.003633,0.004334,0.13019
364.77,0.023274,0.00728,0.034111,0.026976,0.0,0.002679,0.129864
365.28,0.086138,0.108019,0.097702,0.060928,0.056457,0.001851,0.113346
365.78,0.181113,0.24718,0.176252,0.133742,0.185261,0.00425,0.043517
366.29,0.020802,0.006094,0.027064,0.023651,0.013778,0.004622,0.04255
366.8,0.280249,0.319025,0.301941,0.18825,0.294384,0.038123,0.186812
367.3,0.062099,0.040237,0.097298,0.034957,0.012819,0.019643,0.21237
367.81,0.054098,0.022003,0.089585,0.033046,0.004288,0.003246,0.222517
368.31,0.241916,0.329198,0.225901,0.17341,0.296664,0.002437,0.037974
368.82,0.024912,0.010485,0.04052,0.006968,0.017865,0.004548,0.042299
369.33,0.235162,0.316741,0.223329,0.164097,0.271315,0.001702,0.212007
369.83,0.029353,0.010197,0.038955,0.039262,0.005635,0.001442,0.226293
370.34,0.029998,0.007001,0.049491,0.0226,0.003449,0.001544,0.214546
370.84,0.223875,0.311688,0.207885,0.158022,0.26322,0.001497,0.045731
371.35,0.025075,0.008704,0.03856,0.009736,0.022723,0.004185,0.04389
371.86,0.022878,0.00325,0.029727,0.027531,0.018468,0.005115,0.041648
372.36,0.02288,0.002383,0.024799,0.04024,0.01634,0.003767,0.040113
372.87,0.326026,0.434532,0.312582,0.234406,0.393908,0.003302,0.817485
373.37,0.032279,0.002167,0.041081,0.057442,0.000603,0.001293,0.83896
373.88,0.021547,0.002931,0.036387,0.017636,0.000429,0.001265,0.857282
374.39,0.202922,0.129176,0.252662,0.200043,0.000717,0.002111,0.380636
374.89,0.249592,0.313569,0.234675,0.210142,0.330488,0.002939,0.031464
375.4,0.077781,0.082444,0.077303,0.073266,0.090173,0.012677,0.030627
375.9,0.027705,0.001368,0.031289,0.045468,0.016805,0.004111,0.039435
376.41,0.23329,0.307554,0.225259,0.159045,0.285126,0.001711,0.260193
376.92,0.020494,0.008532,0.035952,0.006023,0.004879,0.001572,0.259449
377.42,0.035081,0.004045,0.069746,0.004022,0.002223,0.015951,0.255627
377.93,0.230845,0.285757,0.239787,0.144417,0.289162,0.0121,0.042894
378.43,0.079016,0.083067,0.086252,0.047045,0.122692,0.002418,0.043592
378.94,0.017219,0.012313,0.025789,0.0033,0.017884,0.002493,0.043769
379.44,0.013873,0.005031,0.021833,0.003748,0.015926,0.002837,0.042848
379.95,0.030922,0.009773,0.038768,0.036108,0.020225,0.004613,0.042308
380.46,0.018734,0.004627,0.032447,0.004945,0.013768,0.004687,0.041044
380.96,0.023155,0.003686,0.026996,0.035555,0.013618,0.007785,0.040551
381.47,0.020243,0.005897,0.026144,0.023598,0.013557,0.008166,0.041006
381.97,0.380899,0.384594,0.416248,0.35664,0.319225,0.197303,0.103227
382.48,0.362417,0.242436,0.439023,0.411814,0.214022,0.017067,0.310603
382.99,0.646225,0.672305,0.586934,0.684748,0.773262,0.408371,0.000158
383.49,0.166622,0.134292,0.141123,0.245351,0.18333,0.056966,0.000214
384.0,0.113183,0.097227,0.107234,0.136795,0.112636,0.037416,0.000167
384.5,0.105566,0.085538,0.114082,0.106657,0.099326,0.136217,0.000102
385.01,0.183892,0.173817,0.150805,0.24273,0.201025,0.852576,5.6e-05
385.52,0.283615,0.27445,0.285929,0.311854,0.225541,0.007106,8.4e-05
386.02,0.142147,0.112414,0.160995,0.146794,0.110267,0.013551,0.003423
386.53,0.173116,0.11917,0.200378,0.174761,0.152224,0.026628,0.020322
387.03,0.049006,0.014452,0.064879,0.058395,0.022527,0.00651,0.037649
387.54,0.045744,0.008261,0.064323,0.056127,0.016125,0.030943,0.023447
388.05,0.042181,0.006433,0.060462,0.052039,0.011656,0.010324,0.038439
388.55,0.033942,0.005981,0.049213,0.038815,0.01343,0.013012,0.036998
389.06,0.025746,0.00232,0.037335,0.028146,0.014957,0.007366,0.037202
389.56,0.29638,0.386658,0.275944,0.260717,0.308991,0.000353,0.425056
390.07,0.128463,0.121932,0.089928,0.223505,0.086821,0.000298,0.893583
390.58,0.295726,0.257324,0.380447,0.255341,0.167444,0.000363,0.206315
391.08,0.374341,0.367981,0.383357,0.338975,0.308535,0.001032,0.000214
391.59,0.196346,0.259614,0.176684,0.203502,0.186995,0.045731,2.8e-05
392.09,0.146904,0.097645,0.160236,0.189074,0.083844,0.076581,9e-06
392.6,0.19967,0.12366,0.170884,0.311624,0.258883,0.024656,0.003088
393.1,0.169871,0.196252,0.182759,0.095914,0.190783,0.430804,0.000539
393.61,0.639526,0.909508,0.7406,0.246906,0.520106,0.00784,0.736812
394.12,0.18355,0.169714,0.194282,0.217884,0.047279,0.003953,0.452567
394.62,0.147377,0.127179,0.19478,0.12989,0.000776,0.003069,0.902121
395.13,0.325143,0.384291,0.292833,0.33869,0.377869,0.00106,0.022182
395.63,0.187089,0.314482,0.160953,0.137462,0.143423,0.007068,0.043108
396.14,0.021212,0.014491,0.027939,0.014414,0.016616,0.008854,0.042727
396.65,0.022459,0.005575,0.027977,0.023888,0.016957,0.006148,0.042401
397.15,0.338182,0.451236,0.296954,0.307238,0.37973,0.053581,0.551172
397.66,0.270436,0.21167,0.235838,0.432767,0.339728,0.14933,0.249061
398.16,0.195515,0.208752,0.255685,0.104481,0.143871,0.03165,0.331417
398.67,0.268318,0.181209,0.238003,0.345785,0.382903,0.11742,3.7e-05
399.18,0.324202,0.158955,0.336999,0.420659,0.313384,0.12341,0.0
399.68,0.239616,0.244522,0.249678,0.264558,0.212114,0.078571,9e-06
400.19,0.155378,0.180462,0.148482,0.189596,0.138967,0.079102,9e-06
400.69,0.262297,0.189533,0.289886,0.280247,0.116472,0.031641,9e-06
401.2,0.157726,0.275098,0.141415,0.149369,0.056864,0.0875,2.8e-05
401.71,0.132291,0.10089,0.134233,0.190119,0.066921,0.006845,9e-06
402.21,0.371865,0.395084,0.32117,0.510999,0.337817,0.168834,0.356241
402.72,0.545604,0.73913,0.434713,0.554006,0.545182,0.73165,1.9e-05
403.22,0.255411,0.267331,0.197373,0.281852,0.3846,0.40107,2.8e-05
403.73,0.417496,0.390662,0.444031,0.493028,0.262768,0.226525,3.7e-05
404.24,0.477737,0.686692,0.42387,0.343897,0.725999,0.003497,0.917401
404.74,0.012478,0.00271,0.020652,0.010786,0.001007,0.002883,0.922331
405.25,0.101143,0.140567,0.082994,0.121111,0.083701,0.001869,0.585649
405.75,0.272189,0.350546,0.258776,0.21517,0.319812,0.009477,0.038895
406.26,0.026467,0.009361,0.039738,0.010674,0.029941,0.006855,0.041323
406.76,0.156807,0.090266,0.086694,0.186001,0.387481,0.236049,0.042857
407.27,0.39876,0.373685,0.498805,0.340456,0.204699,0.551125,9e-06
407.78,0.084579,0.032033,0.126871,0.052681,0.060712,0.382096,0.002204
408.28,0.01319,0.015262,0.015539,0.011802,0.001779,0.374265,0.002381
408.79,0.16322,0.150417,0.181358,0.159026,0.128297,0.221484,1.9e-05
409.29,0.739523,0.768991,0.808189,0.568251,0.699177,0.000121,0.982106
409.8,0.537043,0.630269,0.681112,0.197141,0.455794,0.041248,0.037844
410.31,0.008629,0.003335,0.013181,0.007315,3.6e-05,0.041378,0.03764
410.81,0.002172,0.000863,0.003595,0.001255,3.7e-05,0.041406,0.037416
411.32,0.057362,0.007616,0.095841,0.047167,0.00527,0.03404,0.055404
411.82,0.006259,0.009195,0.007364,0.004686,0.000175,0.03458,0.055952
412.33,0.004709,0.007588,0.004554,0.004871,0.000498,0.034301,0.055366
412.84,0.26007,0.301531,0.276931,0.216568,0.220308,0.023735,0.004585
413.34,0.010929,0.01315,0.016143,0.002541,0.003176,0.024414,0.004641
413.85,0.026489,0.01136,0.048186,0.005252,0.001929,0.034049,0.004278
414.35,0.01306,0.00857,0.023309,0.000363,0.002294,0.023949,0.004594
414.86,0.013089,0.015426,0.021089,0.000572,0.001393,0.023103,0.004018
415.37,0.011104,0.015438,0.016421,0.000567,0.003137,0.023335,0.004129
415.87,0.008888,0.013632,0.012959,0.000376,0.001594,0.022796,0.004315
416.38,0.014512,0.030266,0.016437,0.003569,0.003955,0.026683,0.004353
416.88,0.013253,0.026579,0.016458,0.001695,0.002747,0.022889,0.004762
417.39,0.009683,0.010625,0.015989,0.000975,0.000751,0.02367,0.004594
417.9,0.008006,0.009628,0.012396,0.000506,0.002206,0.022703,0.004557
418.4,0.008743,0.011334,0.013331,0.00027,0.002141,0.022535,0.004604
418.91,0.012564,0.010615,0.020293,0.005461,0.000659,0.025753,0.004613
419.41,0.010979,0.002623,0.018225,0.009589,0.002203,0.023577,0.004576
419.92,0.008477,0.003407,0.013814,0.00641,0.0016,0.026786,0.004567
420.42,0.009683,0.001605,0.01689,0.00565,0.002055,0.033287,0.004576
420.93,0.010393,0.00153,0.018456,0.004937,0.002817,0.028246,0.004576
421.44,0.008423,0.003238,0.015181,0.00315,0.000302,0.032831,0.004557
421.94,0.251024,0.207529,0.345668,0.155703,0.161665,0.005413,0.002232
422.45,0.031259,0.023227,0.037947,0.034408,0.015413,0.003516,0.000781
422.95,0.591698,0.647774,0.523266,0.621313,0.684133,0.03271,3.7e-05
423.46,0.051513,0.048535,0.055459,0.050026,0.04152,0.274674,0.0
423.97,0.000778,0.002179,0.000623,0.000371,2.5e-05,0.274228,0.0
424.47,0.28167,0.246786,0.327621,0.250611,0.171295,0.036589,0.000353
424.98,0.112963,0.09599,0.131791,0.092158,0.125998,0.028088,0.000623
425.48,0.260808,0.298647,0.220888,0.299705,0.288482,0.003683,0.000307
425.99,0.023546,0.011912,0.023537,0.0231,0.052216,0.006064,0.000335
426.5,0.351981,0.371335,0.332321,0.366869,0.384949,0.038821,9.3e-05
427.0,0.076263,0.075746,0.09687,0.06756,0.02351,0.038793,0.000158
427.51,0.259361,0.239534,0.266638,0.251876,0.288902,0.011226,0.0004
428.01,0.115626,0.118857,0.104489,0.131208,0.136065,0.002837,0.000242
428.52,0.182674,0.131031,0.21447,0.163307,0.197891,0.021689,0.000493
429.03,0.130084,0.104173,0.125018,0.160948,0.145915,0.002902,0.00026
429.53,0.318474,0.24683,0.314218,0.361281,0.366015,0.047545,0.000437
430.04,0.173165,0.123946,0.187437,0.180702,0.172203,0.011858,0.000725
430.54,0.188084,0.14456,0.187411,0.211169,0.234252,0.002121,0.000391
431.05,0.032838,0.015539,0.042658,0.041528,0.005483,0.006855,0.000363
431.56,0.033565,0.018949,0.041423,0.041592,0.006793,0.015644,0.000391
432.06,0.032746,0.024909,0.036471,0.041002,0.006937,0.010045,0.000502
432.57,0.035564,0.033311,0.035376,0.048271,0.007954,0.006083,0.000484
433.07,0.5909,0.65845,0.582523,0.535523,0.592671,0.205766,0.0
433.58,0.018252,0.025238,0.017936,0.013969,0.01528,0.268276,9e-06
434.08,0.001001,0.002324,0.000666,0.000951,0.000516,0.268722,0.0
434.59,0.001244,0.003445,0.001284,4.4e-05,3.3e-05,0.268713,0.000102
435.1,0.000754,0.001769,0.000901,2.1e-05,2e-05,0.268741,2.8e-05
435.6,0.445309,0.532218,0.369006,0.460889,0.554726,0.129176,0.033129
436.11,0.023275,0.070236,0.008047,0.015853,0.027026,0.127409,0.041025
436.61,0.025763,0.082427,0.009934,0.01738,0.031373,0.125698,0.038012
437.12,0.010884,0.010586,0.011335,0.012785,0.012346,0.123661,0.0383
437.63,0.005422,0.004323,0.004769,0.010106,0.00524,0.123438,0.038225
438.13,0.040529,0.11786,0.013633,0.03022,0.068049,0.122349,0.124228
438.64,0.268101,0.205767,0.278159,0.293236,0.266841,0.058938,0.131483
439.14,0.037309,0.070751,0.033519,0.033017,0.011152,0.052223,0.106166
439.65,0.033811,0.069111,0.030083,0.028281,0.010071,0.050586,0.123465
440.16,0.063354,0.052136,0.056598,0.105467,0.056279,0.033798,0.110956
440.66,0.248841,0.146907,0.236971,0.297453,0.379297,0.025167,0.236951
441.17,0.295033,0.311134,0.294328,0.274562,0.297549,0.020926,0.035091
441.67,0.235737,0.245908,0.250531,0.193258,0.22167,0.004325,0.180329
442.18,0.176953,0.141341,0.246328,0.103477,0.07636,0.039779,0.209635
442.69,0.257631,0.207148,0.327518,0.243371,0.146081,0.068843,0.428627
443.19,0.066929,0.043297,0.071282,0.033404,0.171284,0.082617,0.38816
443.7,0.367966,0.407164,0.39395,0.300099,0.364555,0.015913,0.059338
444.2,0.242234,0.277042,0.209478,0.239427,0.309604,0.007701,0.538914
444.71,0.043097,0.035902,0.037058,0.07596,0.043072,0.009877,0.51835
445.22,0.097049,0.061996,0.116532,0.0755,0.160129,0.035063,0.368676
445.72,0.095817,0.076179,0.113195,0.07013,0.151518,0.009217,0.507468
446.23,0.072485,0.045599,0.070652,0.073876,0.143863,0.014537,0.453674
446.73,0.071805,0.038232,0.073269,0.069045,0.145319,0.008891,0.52341
447.24,0.059846,0.043071,0.062294,0.096482,0.027166,0.010631,0.501265
447.75,0.092712,0.109878,0.086746,0.126368,0.05132,0.004464,0.552
448.25,0.077921,0.048602,0.078117,0.12568,0.077653,0.011942,0.800837
448.76,0.799676,0.841211,0.798232,0.75558,0.690074,0.211412,0.0
449.26,0.010585,0.010793,0.009868,0.01192,0.012344,0.241881,1.9e-05
449.77,0.000502,0.001294,0.00055,3.3e-05,2.5e-05,0.241899,9e-06
450.27,0.279513,0.366048,0.145748,0.386599,0.431278,0.000167,2.8e-05
450.78,0.159152,0.156969,0.149007,0.156385,0.212614,0.004901,0.000614
451.29,0.100319,0.044306,0.158304,0.062521,0.039061,0.025223,0.004446
451.79,0.198021,0.175811,0.264526,0.122772,0.144505,0.002706,0.001302
452.3,0.261066,0.211605,0.355644,0.171061,0.173985,0.028888,0.003692
452.8,0.265803,0.252217,0.263272,0.234626,0.307189,0.010686,0.000353
453.31,0.129031,0.068392,0.156674,0.112664,0.119091,0.026116,0.000605
453.82,0.150021,0.096958,0.168977,0.125857,0.161059,0.015625,0.000409
454.32,0.016509,0.011961,0.02279,0.010481,0.010398,0.011356,0.000372
454.83,0.270273,0.172031,0.30985,0.230363,0.274184,0.012844,0.000316
455.33,0.035449,0.021448,0.051057,0.016094,0.034148,0.00917,0.000307
455.84,0.025025,0.00695,0.0399,0.009409,0.025534,0.009198,0.000335
456.35,0.378894,0.532452,0.303818,0.450698,0.390405,0.267113,1.9e-05
456.85,0.548533,0.500326,0.574153,0.551285,0.477044,0.000781,0.049795
457.36,0.062249,0.014971,0.109847,0.021266,0.021721,0.009003,0.054957
457.86,0.06381,0.028435,0.065327,0.103393,0.071277,0.003134,0.063039
458.37,0.158292,0.182467,0.16565,0.116433,0.168424,0.002632,0.014472
458.88,0.016367,0.005445,0.011594,0.021141,0.033809,0.002985,0.013644
459.38,0.012111,0.004798,0.010383,0.009653,0.029083,0.002669,0.010073
459.89,0.1815,0.198985,0.144997,0.225494,0.244161,0.005097,0.052511
460.39,0.022907,0.007725,0.029333,0.016395,0.029764,0.003525,0.049795
460.9,0.085168,0.19277,0.042517,0.035192,0.154735,0.004222,0.095071
461.41,0.19894,0.120977,0.22386,0.236647,0.210263,0.00306,0.589258
461.91,0.040091,0.026482,0.051817,0.049188,0.009703,0.003004,0.579613
462.42,0.043935,0.030566,0.058779,0.044891,0.012151,0.003395,0.578739
462.92,0.034747,0.041532,0.037497,0.041683,0.008621,0.002865,0.586356
463.43,0.052739,0.03658,0.075452,0.045913,0.006694,0.00692,0.601683
463.93,0.049118,0.044006,0.059442,0.048018,0.024286,0.003404,0.578478
464.44,0.096723,0.087096,0.092171,0.099031,0.117231,0.004529,0.210938
464.95,0.214643,0.236434,0.215915,0.183226,0.258851,0.004167,0.052837
465.45,0.155525,0.151411,0.165422,0.132639,0.185936,0.002595,0.17619
465.96,0.146494,0.151517,0.168737,0.101063,0.116213,0.003664,0.19641
466.46,0.11992,0.062906,0.177861,0.06451,0.051785,0.017932,0.142848
466.97,0.219882,0.233219,0.236883,0.161498,0.24171,0.003813,0.057301
467.48,0.022956,0.009167,0.038996,0.00916,0.009431,0.002511,0.054446
467.98,0.019766,0.010223,0.02676,0.018816,0.009929,0.001358,0.057115
468.49,0.155461,0.255774,0.157477,0.090043,0.128868,0.001349,0.040123
468.99,0.153501,0.206686,0.170392,0.083071,0.137657,0.001376,0.036998
469.5,0.175189,0.343362,0.16271,0.08069,0.167968,0.002455,0.049544
470.01,0.170203,0.309535,0.164122,0.080682,0.170016,0.002883,0.028655
470.51,0.13199,0.195331,0.128089,0.093297,0.122361,0.002176,0.03471
471.02,0.020656,0.004386,0.033925,0.005236,0.022054,0.002232,0.034682
471.52,0.043008,0.012292,0.049502,0.048983,0.040757,0.009375,0.039844
472.03,0.222917,0.269703,0.21316,0.210985,0.212715,0.002074,0.28936
472.54,0.092936,0.07059,0.100165,0.102319,0.097724,0.002074,0.125391
473.04,0.184559,0.226287,0.189867,0.12349,0.211571,0.003023,0.036319
473.55,0.193218,0.223313,0.203763,0.131649,0.218314,0.001842,0.161719
474.05,0.141638,0.052533,0.210953,0.086177,0.133536,0.011012,0.123577
474.56,0.123076,0.050616,0.165827,0.098261,0.13192,0.014751,0.120424
475.07,0.097743,0.012763,0.152083,0.078528,0.055082,0.001637,0.157357
475.57,0.029692,0.003853,0.028949,0.040054,0.061661,0.00159,0.165234
476.08,0.191469,0.217206,0.203697,0.13063,0.213652,0.002279,0.039639
476.58,0.024902,0.006789,0.040289,0.005566,0.026868,0.002018,0.037342
477.09,0.321857,0.366516,0.333251,0.258876,0.353791,0.001321,0.873158
477.59,0.151003,0.028584,0.278929,0.049224,0.013853,0.03111,0.540318
478.1,0.150868,0.120727,0.245518,0.053206,0.012202,0.062379,0.454678
478.61,0.158754,0.109522,0.259746,0.067633,0.016177,0.00186,0.543908
479.11,0.110192,0.100851,0.136976,0.081023,0.094689,0.012835,0.222061
479.62,0.237413,0.268656,0.25119,0.178781,0.249388,0.003823,0.036551
480.12,0.023934,0.006299,0.039841,0.004199,0.024454,0.002083,0.035817
480.63,0.017941,0.00465,0.027869,0.00278,0.026509,0.00213,0.035696
481.14,0.015218,0.003659,0.024597,0.003082,0.019319,0.00213,0.035668
481.64,0.226217,0.240016,0.242154,0.153255,0.295096,0.001349,0.247108
482.15,0.110434,0.08468,0.153777,0.062634,0.077728,0.001432,0.207524
482.65,0.220612,0.284301,0.223818,0.156734,0.231081,0.002,0.03497
483.16,0.195942,0.218194,0.207563,0.14741,0.217372,0.001376,0.154706
483.67,0.057548,0.03557,0.072621,0.034434,0.080866,0.001711,0.162174
484.17,0.20031,0.222538,0.211715,0.149432,0.221438,0.001897,0.036709
484.68,0.02692,0.013114,0.039093,0.010234,0.032102,0.002214,0.036254
485.18,0.020732,0.004573,0.0334,0.004575,0.025292,0.002427,0.035751
485.69,0.028226,0.002987,0.036753,0.030699,0.023495,0.002548,0.035779
486.2,0.020075,0.006564,0.031894,0.004391,0.022999,0.002437,0.035491
486.7,0.026732,0.004571,0.029758,0.039887,0.021921,0.007245,0.035789
487.21,0.032529,0.007881,0.040917,0.039521,0.022869,0.010807,0.035054
487.71,0.31018,0.402837,0.279227,0.317391,0.301633,0.000567,0.668787
488.22,0.140621,0.168034,0.153894,0.12404,0.081635,0.002251,0.397145
488.73,0.57457,0.624188,0.55718,0.54269,0.601035,0.082152,0.0
489.23,0.122397,0.112603,0.115768,0.14798,0.129771,0.032431,9e-06
489.74,0.189142,0.192407,0.169157,0.240324,0.165672,0.970443,1.9e-05
490.24,0.258849,0.265148,0.247964,0.282698,0.244598,0.00545,0.0
490.75,0.224059,0.175665,0.242413,0.233558,0.201136,0.012351,0.004781
491.25,0.118133,0.084988,0.130519,0.124412,0.109554,0.028562,0.029753
491.76,0.042708,0.008603,0.058826,0.04767,0.02588,0.00824,0.034989
492.27,0.026492,0.008579,0.034568,0.026482,0.021094,0.005878,0.03537
492.77,0.357051,0.435457,0.34944,0.332185,0.374244,0.000744,0.819671
493.28,0.574435,0.658548,0.582316,0.522227,0.599811,0.00306,0.0
493.78,0.222558,0.210632,0.251508,0.192446,0.115618,0.042374,0.000195
494.29,0.232987,0.106027,0.252731,0.349104,0.16992,0.032478,0.010398
494.8,0.290166,0.177925,0.366498,0.241654,0.253654,0.572945,0.000167
495.3,0.556046,0.877334,0.537956,0.254986,0.621504,0.117727,0.270275
495.81,0.318758,0.076103,0.385791,0.455886,0.145388,0.0016,0.905915
496.31,0.378917,0.433129,0.366864,0.384799,0.378548,0.016899,0.006166
496.82,0.176518,0.230621,0.173239,0.171714,0.111231,0.006771,0.036347
497.33,0.024557,0.016683,0.02937,0.019245,0.025476,0.005264,0.036654
497.83,0.033383,0.006725,0.04367,0.044135,0.016732,0.008705,0.036347
498.34,0.312729,0.414182,0.266636,0.30779,0.361328,0.000391,0.596596
498.84,0.296568,0.122195,0.306358,0.494097,0.313137,0.109366,0.327102
499.35,0.287527,0.125444,0.338225,0.404202,0.224718,0.006045,0.192243
499.86,0.332624,0.168359,0.402967,0.323248,0.170816,0.121875,3.7e-05
500.36,0.211777,0.223024,0.22714,0.210432,0.11923,0.057701,5.6e-05
500.87,0.22188,0.234057,0.22719,0.201955,0.180233,0.033668,4.7e-05
501.37,0.191661,0.191294,0.208629,0.19677,0.125171,0.02833,3.7e-05
501.88,0.40801,0.401765,0.37758,0.506721,0.427099,0.171391,0.354418
502.39,0.555221,0.793141,0.444808,0.531421,0.52199,0.966695,7.4e-05
502.89,0.396789,0.173942,0.445123,0.623901,0.085706,0.335156,5.6e-05
503.4,0.566807,0.775205,0.513374,0.349117,0.906392,0.000335,0.968322
503.9,0.105567,0.145541,0.083469,0.131717,0.082338,0.001823,0.420247
504.41,0.259511,0.291722,0.271482,0.206668,0.280176,0.006306,0.038504
504.91,0.027496,0.007887,0.039982,0.016927,0.026531,0.004874,0.038132
505.42,0.021682,0.002636,0.033237,0.013126,0.019952,0.005971,0.037853
505.93,0.200076,0.229762,0.214248,0.117387,0.226442,0.003646,0.128274
506.43,0.142698,0.108615,0.214178,0.060812,0.073521,0.030404,0.039239
506.94,0.125151,0.08692,0.151907,0.136258,0.060948,0.051572,0.043331
507.44,0.083793,0.011521,0.120109,0.10562,0.014989,0.003906,0.121438
507.95,0.047118,0.006437,0.073485,0.050005,0.002218,0.002111,0.159645
508.46,0.123708,0.142979,0.137559,0.070101,0.123507,0.007245,0.071596
508.96,0.127065,0.136609,0.140979,0.095898,0.11914,0.003013,0.039816
509.47,0.018704,0.012264,0.027443,0.005486,0.016028,0.003906,0.039797
509.97,0.433297,0.46914,0.487263,0.326309,0.330668,0.347926,0.002
510.48,0.099685,0.057999,0.132086,0.080881,0.087497,0.466443,0.000502
510.99,0.045988,0.021164,0.068704,0.033131,0.02099,0.387872,0.00266
511.49,0.017904,0.010639,0.020909,0.023974,0.00641,0.302493,0.0004
512.0,0.19682,0.192056,0.202493,0.216433,0.12833,0.149209,7.4e-05
512.5,0.101012,0.042531,0.148229,0.091455,0.003019,0.139834,0.000223
513.01,0.516177,0.533239,0.554451,0.409927,0.528524,0.0,0.197982
513.52,0.283322,0.265248,0.385408,0.09791,0.258606,0.037574,0.080934
514.02,0.032411,0.007041,0.055546,0.01812,0.002258,0.036105,0.080199
514.53,0.055052,0.005771,0.097323,0.035197,0.012306,0.034691,0.094866
515.03,0.023446,0.008644,0.037835,0.016481,0.005278,0.03511,0.091499
515.54,0.026352,0.012656,0.036696,0.025904,0.007526,0.03564,0.084608
516.05,0.061378,0.00667,0.098656,0.057762,0.012339,0.033817,0.098856
516.55,0.044638,0.003443,0.075679,0.034368,0.006919,0.034477,0.091955
517.06,0.048467,0.003425,0.079419,0.051979,0.013459,0.025995,0.083175
517.56,0.019834,0.00531,0.033948,0.02084,0.006017,0.033361,0.083185
518.07,0.172269,0.186489,0.213197,0.07794,0.175116,0.00173,0.137695
518.57,0.128723,0.157243,0.143372,0.070153,0.144608,0.00173,0.464695
519.08,0.006654,0.007773,0.008369,0.003543,0.004858,0.001739,0.483529
519.59,0.002553,0.002795,0.004101,0.000399,0.001319,0.001739,0.482254
520.09,0.004201,0.006363,0.006275,0.000236,0.001367,0.001739,0.481808
520.6,0.285212,0.337676,0.340339,0.114989,0.314742,0.033454,0.096429
521.1,0.017658,0.009052,0.030609,0.005617,0.005462,0.033631,0.096001
521.61,0.017027,0.008153,0.02828,0.008544,0.007125,0.033938,0.095024
522.12,0.044223,0.007453,0.075701,0.031268,0.015021,0.032738,0.082273
522.62,0.015939,0.005013,0.025931,0.01176,0.009216,0.03311,0.083203
523.13,0.038591,0.002508,0.070902,0.021679,0.01056,0.03365,0.095331
523.63,0.071065,0.003628,0.063412,0.174675,0.032688,0.025102,0.000112
524.14,0.063395,0.003803,0.07077,0.125681,0.026856,0.030711,0.00013
524.65,0.004752,0.005721,0.004636,0.004486,0.004105,0.031445,0.00013
525.15,0.00088,0.002063,0.001068,2e-06,3e-06,0.031445,0.000149
525.66,0.011536,0.014137,0.011452,0.010487,0.009533,0.030655,5.6e-05
526.16,0.275515,0.247207,0.332705,0.246928,0.22473,0.074461,0.001767
526.67,0.010204,0.001444,0.019935,0.001359,0.002392,0.07819,0.003934
527.18,0.051595,0.007813,0.102119,0.007427,0.001804,0.028618,0.002716
527.68,0.013722,0.004916,0.026069,0.001383,0.002572,0.023317,0.003646
528.19,0.143699,0.105227,0.204755,0.089194,0.086158,0.026479,0.002493
528.69,0.484031,0.548558,0.375803,0.56407,0.60676,0.098065,9e-06
529.2,0.03656,0.031751,0.03893,0.036939,0.030085,0.271326,6.5e-05
529.71,0.282733,0.247716,0.330862,0.250795,0.170181,0.030283,0.000419
530.21,0.075031,0.056892,0.103746,0.045805,0.062658,0.033743,0.000251
530.72,0.210086,0.216466,0.20035,0.215252,0.246069,0.018313,0.000698
531.22,0.144981,0.156134,0.129477,0.153936,0.1794,0.002837,0.000419
531.73,0.024479,0.019985,0.0357,0.014195,0.012668,0.007543,0.000437
532.23,0.235845,0.207327,0.288011,0.208274,0.138237,0.036607,0.04216
532.74,0.048407,0.022558,0.075694,0.040771,0.007318,0.0121,0.03377
533.25,0.092365,0.109266,0.113494,0.063794,0.040074,0.001516,0.00066
533.75,0.402824,0.324869,0.366779,0.475637,0.599589,0.048754,0.000679
534.26,0.073272,0.042145,0.093219,0.062498,0.065922,0.013049,0.000865
534.76,0.228035,0.207294,0.186334,0.289338,0.356712,0.004511,0.000577
535.27,0.326108,0.249926,0.337108,0.33951,0.42709,0.050586,0.000363
535.78,0.01619,0.010262,0.027296,0.004298,0.002801,0.048028,0.000363
536.28,0.226739,0.189491,0.210059,0.260527,0.30154,0.024182,0.000698
536.79,0.216972,0.191654,0.185201,0.267438,0.312342,0.054353,0.000279
537.29,0.044485,0.026012,0.075632,0.012087,0.02052,0.048744,0.000353
537.8,0.043981,0.012459,0.083268,0.006608,0.009617,0.056427,0.000772
538.31,0.027942,0.008102,0.050468,0.010127,0.006784,0.056417,0.0008
538.81,0.015556,0.017287,0.020643,0.011209,0.008859,0.056631,0.000828
539.32,0.010996,0.0044,0.009459,0.024086,0.008678,0.061812,0.000884
